Key,Comments,Russian,English,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
actor.deep_social_alias.intrigue_1,{name_initiator} told rumors {name_target},{name_initiator} рассказал слухи {name_target},{name_initiator} shared rumors with {name_target},{name_initiator} shared rumors with {name_target},{name_initiator} sdílí drby s osobou {name_target},{name_initiator} compartilhou rumores com {name_target},{name_initiator} le ha contado rumores a {name_target},{name_initiator} dzieli się plotkami z {name_target},{name_initiator}与{name_target}分享了传闻,{name_initiator}跟{name_target}說了個八卦,{name_initiator}は{name_target}に耳にした噂を話した,{name_initiator}이(가) {name_target}에게 소문을 알려주었습니다.,{name_initiator} hat Gerüchte mit {name_target} ausgetauscht,{name_initiator} a partagé quelques rumeurs avec {name_target},{name_initiator} ha condiviso indiscrezioni con {name_target},"{name_initiator}, {name_target} ile dedikodu yaptı.",{name_initiator} elpletykázgatott {name_target} nemessel,{name_initiator} ділиться чутками з: {name_target},{name_initiator} đã chia sẻ tin đồn với {name_target}
actor.deep_social_alias.intrigue_2,{name_initiator} told the whole truth {name_target},{name_initiator} рассказал всю правду {name_target},{name_initiator} revealed the whole truth to {name_target},{name_initiator} revealed the whole truth to {name_target},{name_initiator} odhaluje celou pravdu osobě {name_target},{name_initiator} revelou toda a verdade para {name_target},{name_initiator} le ha revelado toda la verdad a {name_target},{name_initiator} ujawnia prawdę {name_target},{name_initiator}向{name_target}揭示了全部真相,{name_initiator}向{name_target}拆穿了真相,{name_initiator}は{name_target}に真相をすべて明らかにした,{name_initiator}이(가) {name_target}에게 모든 진실을 밝혔습니다.,{name_initiator} hat {name_target} die ganze Wahrheit erzählt,{name_initiator} a révélé toute la vérité à {name_target},{name_initiator} ha rivelato tutta la verità a {name_target},"{name_initiator}, tüm gerçekleri {name_target} ile paylaştı.",{name_initiator} elmondta a teljes igazságot {name_target} nemesnek,{name_initiator} розповідає всю правду: {name_target},{name_initiator} đã tiết lộ toàn bộ sự thật cho {name_target}
actor.deep_social_alias.intrigue_3,{name_initiator} confirmed fears {name_target},{name_initiator} подтвердил опасения {name_target},{name_initiator} confirmed {name_target}'s fears,{name_initiator} confirmed {name_target}'s fears,{name_initiator} potvrzuje obavy osoby {name_target},{name_initiator} confirmou os temores de {name_target},{name_initiator} ha confirmado los peores miedos de {name_target},{name_initiator} potwierdza obawy {name_target},{name_initiator}证实了{name_target}的恐惧,{name_initiator}說{name_target}擔心的事都是真的,{name_initiator}は{name_target}の恐れを理解した,{name_initiator}이(가) {name_target}의 두려움을 확인했습니다.,{name_initiator} hat die Ängste von {name_target} weiter entfacht,{name_initiator} a confirmé ce dont {name_target} avait peur,{name_initiator} ha confermato i timori di {name_target},"{name_target}, korkularını {name_initiator} ile teyit etti.",{name_initiator} megerősítette {name_target} nemes félelmeit,{name_initiator} підтверджує побоювання: {name_target},{name_initiator} đã xác nhận nỗi lo sợ của {name_target}
actor.deep_social_alias.intrigue_4,{name_initiator} shared a secret with {name_target},{name_initiator} поделился секретом с {name_target},{name_initiator} shared a secret with {name_target},{name_initiator} shared a secret with {name_target},{name_initiator} prozrazuje tajemství osobě {name_target},{name_initiator} compartilhou um segredo com {name_target},{name_initiator} ha compartido un secreto con {name_target},{name_initiator} ujawnia tajemnicę {name_target},{name_initiator}与{name_target}分享了一个秘密,{name_initiator}跟{name_target}說了一個祕聞,{name_initiator}は{name_target}に秘密を打ち明けた,{name_initiator}이(가) {name_target}에게 비밀을 공유했습니다.,{name_initiator} hat {name_target} ein Geheimnis verraten,{name_initiator} a partagé un secret avec {name_target},{name_initiator} ha condiviso un segreto con {name_target},"{name_initiator}, {name_target} ile bir sır paylaştı.",{name_initiator} megosztott egy titkot {name_target} nemessel,{name_initiator} ділиться таємницею з: {name_target},{name_initiator} đã chia sẻ một bí mật với {name_target}
actor.deep_social_alias.intrigue_5,{name_initiator} opened the eyes {name_target},{name_initiator} раскрыл глаза {name_target},{name_initiator} opened {name_target}'s eyes,{name_initiator} opened {name_target}'s eyes,{name_initiator} otevírá oči osobě {name_target},{name_initiator} abriu os olhos de {name_target},{name_initiator} le ha abierto los ojos a {name_target},{name_initiator} otwiera oczy {name_target},{name_initiator}使{name_target}大开眼界,{name_initiator}讓{name_target}長了見識,{name_initiator}は{name_target}の目を覚まさせた,{name_initiator}이(가) {name_target}의 눈을 뜨게 했습니다.,{name_initiator} hat {name_target} die Augen geöffnet,{name_initiator} a éclairé {name_target},{name_initiator} ha aperto gli occhi di {name_target},"{name_target}, gözlerini {name_initiator} sayesinde açtı.",{name_initiator} felnyitotta {name_target} nemes szemét,{name_initiator} відкриває очі: {name_target},{name_initiator} đã mở mắt {name_target}
actor.deep_social_alias.intrigue_6,{name_initiator} revealed the essence {name_target},{name_initiator} раскрыл сущность {name_target},{name_initiator} revealed the essence of {name_target},{name_initiator} revealed the essence of {name_target},{name_initiator} odhaluje podstatu osoby {name_target},{name_initiator} revelou a essência de {name_target},{name_initiator} ha revelado la esencia de {name_target},{name_initiator} ujawnia sytuację {name_target},{name_initiator}揭示了{name_target}的本质,{name_initiator}向{name_target}揭露了內幕,{name_initiator}は{name_target}の本質を明らかにした,{name_initiator}이(가) {name_target}의 실체를 밝혔습니다.,{name_initiator} hat {name_target} wichtige Details verraten,{name_initiator} a révélé qui était vraiment {name_target},{name_initiator} ha svelato la vera natura di {name_target},"{name_target}, {name_initiator} tarafından ortaya çıkarıldı.",{name_initiator} feltárta {name_target} nemes indítékait,{name_initiator} розкриває суть перед: {name_target},{name_initiator} đã tiết lộ bản chất của {name_target}
actor.deep_social_alias.intrigue_7,{name_initiator} subtly hinted {name_target},{name_initiator} тонко намекнул {name_target},{name_initiator} subtly hinted to {name_target},{name_initiator} subtly hinted to {name_target},{name_initiator} nenápadně poukazuje na osobu {name_target},{name_initiator} deu uma dica sutil a {name_target},{name_initiator} le ha dado una indicación sutil a {name_target},{name_initiator} robi subtelną aluzję {name_target},{name_initiator}向{name_target}委婉地暗示,{name_initiator}向{name_target}暗示另有隱情,{name_initiator}は{name_target}にそれとなくほのめかした,{name_initiator}이(가) {name_target}에게 넌지시 알려주었습니다.,{name_initiator} hat {name_target} einen subtilen Hinweis gegeben,{name_initiator} a fait une allusion à {name_target},{name_initiator} ha fatto un'allusione a {name_target},"{name_initiator}, {name_target} karşısında üstü kapalı laflar söyledi.",{name_initiator} finoman utalt {name_target} nemesre,{name_initiator} робить натяк: {name_target},{name_initiator} đã gợi ý cho {name_target}
actor.deep_social_alias.slight_1,{name_initiator} neglected {name_target},{name_initiator} пренебрег {name_target},{name_initiator} disregarded {name_target},{name_initiator} disregarded {name_target},{name_initiator} nebere zřetel na osobu {name_target},{name_initiator} desconsiderou {name_target},{name_initiator} ha menospreciado a {name_target},{name_initiator} lekceważy {name_target},{name_initiator}轻视{name_target},{name_initiator}毫不搭理{name_target},{name_initiator}は{name_target}を無視した,{name_initiator}이(가) {name_target}을(를) 경시했습니다.,{name_initiator} hat {name_target} vernachlässigt,{name_initiator} a méprisé {name_target},{name_initiator} ha disprezzato {name_target},"{name_target}, {name_initiator} tarafından umursanmadı.",{name_initiator} semmibe vette {name_target} nemest,{name_initiator} не звертає уваги на: {name_target},{name_initiator} đã coi thường {name_target}
actor.deep_social_alias.slight_2,{name_initiator} ignored {name_target},{name_initiator} проигнорировал {name_target},{name_initiator} ignored {name_target},{name_initiator} ignored {name_target},{name_initiator} ignoruje osobu {name_target},{name_initiator} ignorou {name_target},{name_initiator} ha ignorado a {name_target},{name_initiator} ignoruje {name_target},{name_initiator}无视了{name_target},{name_initiator}對{name_target}不理不睬,{name_initiator}は{name_target}に気づかないふりをした,{name_initiator}이(가) {name_target}을(를) 무시했습니다.,{name_initiator} hat {name_target} ignoriert,{name_initiator} a ignoré {name_target},{name_initiator} ha ignorato {name_target},"{name_target}, {name_initiator} tarafından görmezden gelindi.",{name_initiator} ignorálta {name_target} nemest,{name_initiator} ігнорує: {name_target},{name_initiator} đã phớt lờ {name_target}
actor.deep_social_alias.slight_3,{name_initiator} put in place {name_target},{name_initiator} поставил на место {name_target},{name_initiator} put {name_target} in their place,{name_initiator} put {name_target} in their place,{name_initiator} odkazuje osobu {name_target} do patřičných mezí,{name_initiator} colocou {name_target} em seu devido lugar,{name_initiator} ha puesto a {name_target} en su lugar,{name_initiator} okazuje pogardę {name_target},{name_initiator}让{name_target}知道了自己几斤几两,{name_initiator}讓{name_target}自討沒趣,{name_initiator}は{name_target}に身の程を思い知らせた,{name_initiator}이(가) {name_target}의 코를 납작하게 만들었습니다.,{name_initiator} hat {name_target} in die Schranken gewiesen,{name_initiator} a remis {name_target} à sa place,{name_initiator} ha rimesso {name_target} al suo posto,"{name_initiator}, {name_target} oradayken ona haddini bildirdi.",{name_initiator} a helyére tette {name_target} nemest,{name_initiator} ставить на місце: {name_target},{name_initiator} đã đặt {name_target} vào vị trí của họ
actor.deep_social_alias.slight_4,{name_initiator} pretended not to hear {name_target},"{name_initiator} сделал вид, что не расслышал {name_target}",{name_initiator} pretended not to hear {name_target},{name_initiator} pretended not to hear {name_target},"{name_initiator} předstírá, že neslyší osobu {name_target}",{name_initiator} fingiu não escutar {name_target},{name_initiator} ha fingido no oír a {name_target},"{name_initiator} udaje, że nie słyszy {name_target}",{name_initiator}假装没听到{name_target},{name_initiator}假裝沒聽見{name_target}說話,{name_initiator}は{name_target}の話に耳を貸さないふりをした,{name_initiator}이(가) {name_target}의 말을 못 들은 척했습니다.,"{name_initiator} tat, als spräche {name_target} zu leise",{name_initiator} a fait semblant de ne pas entendre {name_target},{name_initiator} ha finto di non sentire {name_target},"{name_target}, {name_initiator} tarafından duymazdan gelindi.","{name_initiator} úgy tett, mintha nem hallaná {name_target} nemest","{name_initiator} вдає, що не чує: {name_target}",{name_initiator} đã giả vờ không nghe thấy {name_target}
actor.deep_social_alias.sorry_1,{name_initiator} apologized to {name_target},{name_initiator} попросил прощения у {name_target},{name_initiator} apologized to {name_target},{name_initiator} apologized to {name_target},{name_initiator} se omlouvá osobě {name_target},{name_initiator} se desculpou com {name_target},{name_initiator} le ha pedido disculpas a {name_target},{name_initiator} przeprasza {name_target},{name_initiator}向{name_target}道歉,{name_initiator}向{name_target}道了歉,{name_initiator}は{name_target}に謝罪した,{name_initiator}이(가) {name_target}에게 사과했습니다.,{name_initiator} hat sich bei {name_target} entschuldigt,{name_initiator} a présenté ses excuses à {name_target},{name_initiator} ha porto le sue scuse a {name_target},"{name_target}, {name_initiator} tarafından edilen özrü dinledi.",{name_initiator} elnézést kért {name_target} nemestől,{name_initiator} перепрошує у: {name_target},{name_initiator} đã xin lỗi {name_target}
actor.deep_social_alias.bye_1,,{name_initiator} -> {name_target} прощается перед уходом.,"{name_initiator} says goodbye to {name_target} before leaving.
","{name_initiator} says goodbye to {name_target} before leaving.
",{name_initiator} se před odchodem loučí s osobou {name_target}.,{name_initiator} se despediu de {name_target} antes de sair,{name_initiator} se despide de {name_target} antes de irse.,{name_initiator} żegna się z {name_target} przed podróżą,{name_initiator}在离开前向{name_target}告别。,{name_initiator}離去前向{name_target}說了再見,{name_initiator}は立ち去る前に{name_target}に別れを告げる。,{name_initiator}이(가) 떠나기 전에 {name_target}에게 작별 인사를 합니다.,{name_initiator} verabschiedet sich vor dem Aufbruch bei {name_target}.,{name_initiator} dit au revoir à {name_target} avant de partir.,{name_initiator} ha salutato {name_target} prima di andarsene.,"{name_initiator}, gitmeden {name_target} ile vedalaştı.",{name_initiator} indulás előtt elbúcsúzik {name_target} nemestől.,{name_initiator} перед відбуттям прощається з: {name_target}.,{name_initiator} nói lời tạm biệt với {name_target} trước khi rời đi.
actor.deep_social_alias.bye_2,,"{name_initiator} -> {name_target} обещает вернуться поскорее ","{name_initiator} promises {name_target} they will return as soon as possible.
","{name_initiator} promises {name_target} they will return as soon as possible.
","{name_initiator} slibuje osobě {name_target}, že se vrátí co nejdříve.",{name_initiator} prometeu a {name_target} que voltará o mais rápido possível,{name_initiator} le promete a {name_target} que volverá lo antes posible.,"{name_initiator} obiecuje {name_target}, że wróci jak najprędzej",{name_initiator}向{name_target}保证会尽快回来。,{name_initiator}向{name_target}保證自己很快會再來,{name_initiator}は、出来る限りすぐに戻ってくると{name_target}に約束する。,{name_initiator}이(가) {name_target}에게 최대한 빨리 돌아오겠다고 약속합니다.,"{name_initiator} verspricht {name_target}, so bald wie möglich zurückzukehren.",{name_initiator} promet à {name_target} de revenir bientôt.,{name_initiator} ha promesso a {name_target} che tornerà il prima possibile.,"{name_target}, {name_initiator} tarafından en kısa sürede dönme sözü aldı.","{name_initiator} megígéri {name_target} nemesnek, hogy amint teheti, visszatér.",{name_initiator} обіцяє скоро повернутися: {name_target}.,{name_initiator} hứa với {name_target} rằng họ sẽ trở lại càng sớm càng tốt.
actor.deep_social_alias.bye_3,,{name_target} -> {name_initiator} желает счастливой дороги,{name_target} wishes {name_initiator} a safe journey.,{name_target} wishes {name_initiator} a safe journey.,{name_target} přeje osobě {name_initiator} bezpečnou cestu.,{name_target} desejou a {name_initiator} uma boa viagem,{name_target} le desea a {name_initiator} un buen viaje.,{name_target} życzy {name_initiator} bezpiecznej podróży,{name_target}祝{name_initiator}一路平安。,{name_target}祝{name_initiator}旅途平安,{name_target}は{name_initiator}の安全な旅路を祈る。,{name_target}이(가) {name_initiator}에게 안전한 여행이 되길 바란다고 말합니다.,{name_target} wünscht {name_initiator} eine gute Reise.,{name_target} souhaite à {name_initiator} un bon voyage.,{name_target} augura un buon viaggio a {name_initiator}.,"{name_target}, yolculuğunda {name_initiator} için iyi dileklerde bulundu.",{name_target} biztonságos utat kíván {name_initiator} nemesnek.,{name_target} бажає щасливої дороги: {name_initiator}.,{name_target} chúc {name_initiator} có một chuyến đi an toàn.
actor.deep_social_alias.flirt_1,,{name_initiator} пытается соблазнить {name_target},{name_initiator} is trying to seduce {name_target},{name_initiator} is trying to seduce {name_target},,{name_initiator} está tentando seduzir {name_target},{name_initiator} está intentando seducir a {name_target}.,,,,,,,,,,,,{name_initiator} đang cố gắng quyến rũ {name_target}
actor.deep_social_alias.flirt_2,,"{name_initiator} приглашает на свидание {name_target} ",{name_initiator} is inviting {name_target} on a date,{name_initiator} is inviting {name_target} on a date,,{name_initiator} está chamando {name_target} para um encontro,{name_initiator} le ha pedido una cita a {name_target}.,,,,,,,,,,,,{name_initiator} đang mời {name_target} đi hẹn hò
actor.deep_social_alias.flirt_3,,"{name_initiator} опасно кокетничает с {name_target} ",{name_initiator} is dangerously flirting with {name_target},{name_initiator} is dangerously flirting with {name_target},,{name_initiator} está arriscando flertar com {name_target},{name_initiator} está ligando con {name_target} sin cortarse un pelo.,,,,,,,,,,,,{name_initiator} đang tán tỉnh {name_target} một cách nguy hiểm
actor.deep_social_alias.flirt_4,,{name_initiator} обещает жаркую ночь {name_target},{name_initiator} is promising {name_target} a hot night,{name_initiator} is promising {name_target} a hot night,,{name_initiator} está prometendo uma noite quente a {name_target},{name_initiator} le acaba de prometer una noche loca a {name_target}.,,,,,,,,,,,,{name_initiator} hứa với {name_target} một đêm nóng bỏng
