Key,Comments,Russian,English,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
opinion_mind.night_murder,,Подлый убийца,Vicious killer,Vicious killer,Násilný vrah,Assassina cruelmente,Asesina con saña,Podły morderca,凶恶的杀手,殺人兇手,凶悪な殺人鬼,잔인한 살인마,Grausamer Mörder,Tueur·euse sanguinaire,Crudele omicida,Korkunç bir katil,Aljas gyilkos,Жорстокий вбивця,Kẻ giết người tàn bạo
opinion_mind.other_relatives,,Прочие родственники,Other relatives,Other relatives,Další příbuzní,Demais parentes,Otros familiares,Inni krewni,其他亲戚,其他親屬,他の親族,다른 친척,Andere Verwandte,Autres parents proches,Altri parenti,Diğer akrabalar,Egyéb rokonok,Інші родичі,Những mối quan hệ khác
opinion_mind.paramour,,Вторая половина,Soulmate,Soulmate,Duchovní dvojče,Alma gêmea,Alma gemela,Druga połówka,灵魂伴侣,靈魂伴侶,運命の人,영혼의 짝,Seelenverwandt,Âme sœur,Anima gemella,Ruh eşi,Lelki társ,Друга половинка,Bạn tâm giao
opinion_mind.paranoid_hate,,Параноидальная ненависть,Paranoid hatred,Paranoid hatred,Paranoidní nenávist,Ódio paranoico,Odio paranoico,Paranoiczna nienawiść,偏执的仇恨,偏執仇恨,偏執的な憎悪,편집증적 증오,Paranoider Hass,Haine paranoïaque,Odio paranoico,Paranoyak nefret,Paranoiás gyűlölet,Параноїдальна ненависть,Sự căm ghét hoang tưởng
opinion_mind.personality_arrogant,,Презирает за бедность,Scorns for poverty,Scorns for poverty,Pohrdá chudobou,Desprezo pela pobreza,Se burla de la pobreza,Szydzi z biedy,蔑视穷人,鄙視窮人,貧困への蔑み,가난을 경멸,Verschmäht die Armut,Méprise les pauvres,Disprezza la povertà,Fakirleri hor görüyor,Lenézi a szegényeket,Зневажає бідноту,Khinh thường người nghèo
opinion_mind.personality_contradictory_hate,,Необъяснимая ненависть,Unexplained hatred,Unexplained hatred,Nevysvětlená nenávist,Ódio inexplicável,Odio sin explicación,Niewytłumaczalna nienawiść,无法解释的仇恨,莫名的仇恨,説明できない憎悪,설명되지 않는 증오,Unbegründeter Hass,Haine inexpliquée,Odio inspiegabile,Açıklanamaz nefret,Megmagyarázhatatlan gyűlölet,Незбагненна ненависть,Sự căm ghét không thể giải thích được
opinion_mind.personality_contradictory_love,,Необъяснимая любовь,Unexplained love,Unexplained love,Nevysvětlená láska,Amor inexplicável,Amor sin explicación,Niewytłumaczalna miłość,无法解释的爱,莫名的愛戀,説明できない愛,설명되지 않는 사랑,Unbegründete Liebe,Amour inexpliqué,Amore inspiegabile,Açıklanamaz aşk,Megmagyarázhatatlan szerelem,Незбагненне кохання,Tình yêu không thể giải thích được
opinion_mind.personality_mismatch,,Неприятная личность,Unpleasant personality,Unpleasant personality,Nepříjemná osobnost,Personalidade desagradável,Personalidad desagradable,Nieprzyjemna osobowość,不讨人喜欢的性格,個性不討喜,不愉快な性格,불쾌한 성격,Unerfreuliche Persönlichkeit,Personnalité désagréable,Personalità sgradevole,Sevimsiz bir kişiliği var,Kellemetlen személyiség,Неприємний характер,Tính cách khó chịu
opinion_mind.personality_mismatch_heavy,,Крайне неприятная личность,Extremely unpleasant personality,Extremely unpleasant personality,Extrémně nepříjemná osobnost,Personalidade muito desagradável,Personalidad muy desagradable,Ekstremalnie nieprzyjemna osobowość,极其不讨人喜欢的性格,個性極度不討喜,極めて不愉快な性格,극도로 불쾌한 성격,Äußerst unerfreuliche Persönlichkeit,Personnalité extrêmement désagréable,Personalità assai sgradevole,Korkunç bir kişiliği var,Rendkívül kellemetlen személyiség,Дуже неприємний характер,Tính cách cực kỳ khó chịu
opinion_mind.positive_rumor_1,,Тайно пишет стихи,Secretly writes poetry,Secretly writes poetry,Tajně píše poezii,Escreve poesia em segredo,Escribe poesía en secreto,Potajemnie pisze poezję,悄悄地写诗,私底下會寫詩,密かに詩を書く,남몰래 시를 씀,Verfasst insgeheim Poesie,Écrit des poèmes secrètement,Scrive poesie in segreto,Gizlice şiir yazıyor,Titokban verseket ír,Потайки пише поезію,Bí mật viết thơ
opinion_mind.positive_rumor_10,,Тайный романтик,Secret romantic,Secret romantic,Tajný romantik,Adora romances sem admitir,Disfruta del romanticismo en secreto,Potajemny romantyk,神秘的浪漫主义者,私底下很浪漫,隠れロマンチスト,비밀 낭만파,Insgeheim romantisch veranlagt,Secrètement romantique,Romanticismo in segreto,Gizli romantik,Titokban romantikus,Прихована романтичність,Lãng mạn bí mật
opinion_mind.positive_rumor_11,,Жалеет о прошлом,Regrets the past,Regrets the past,Lituje minulosti,Arrepende-se do passado,Se arrepiente de su pasado,Żałuje przeszłości,后悔过去,過往有遺憾,過去を悔やむ,과거를 후회함,Bereut die Vergangenheit,Regrette le passé,Rimpiange il passato,Geçmişten pişmanlık duyuyor,Bánja a múltat,Шкодує за минулим,Hối tiếc quá khứ
opinion_mind.positive_rumor_12,,Видит умерших,Sees the dead,Sees the dead,Vidí mrtvé,Vê os mortos,Ve a los muertos,Widzi duchy,能看见亡者,看得見亡靈,死者を見る,죽은 사람이 보임,Sieht tote Menschen,Voit des personnes mortes,Vede i defunti,Ölüleri görüyor,Holtakat látja,Бачить мертвих,Thấy người chết
opinion_mind.positive_rumor_13,,Смертельно болен,Terminally ill,Terminally ill,Smrtelná nemoc,Doente terminal,Tiene una enfermedad terminal,Śmiertelna choroba,绝症,病入膏肓,末期症状,말기 환자,Sterbenskrank,En phase terminale,Malattia terminale,Ölümcül hasta,Halálos beteg,Смертельна хвороба,Bệnh hiểm nghèo
,,,Intimate area tattoo,Intimate area tattoo,Tetování na intimním místě,Tatuagem em área íntima,Tiene un tatuaje en una zona íntima,Tatuaż w miejscu intymnym,私密部位纹身,私處有刺青,デリケートゾーンのタトゥー,은밀한 부위의 문신,Tätowierung an pikanter Stelle,Tatouage sur une zone intime,Tatuaggio nelle zone intime,Özel bölgesinde dövme var,Intim tetoválása van,Татуювання на інтимному місці,Hình xăm ở vùng kín
opinion_mind.positive_rumor_15,,Обожает детей,Adores children,Adores children,Zbožňuje děti,Adora crianças,Adora a los niños,Uwielbia dzieci,喜爱孩子,喜歡小孩,子供たちを慕う,아이들을 좋아함,Liebt Kinder,Adore les enfants,Adora i bambini,Çocukları çok seviyor,Imádja a gyerekeket,Любить дітей,Yêu thích trẻ em
opinion_mind.positive_rumor_16,,Держит домашнюю крысу,Keeps a pet rat,Keeps a pet rat,Chová si krysu,Tem um rato de estimação,Tiene una rata como mascota,Posiada udomowionego szczura,养了一只宠物鼠,有養寵物鼠,ペットのネズミを飼う,애완 쥐를 키움,Hält eine Ratte als Haustier,Possède un rat,Ha un ratto domestico,Evcil faresi var,Házipatkányt tart,Тримає вдома пацюка,Nuôi chuột làm thú cưng
opinion_mind.positive_rumor_17,,Владеет гипнозом,Has hypnosis abilities,Has hypnosis abilities,Umí hypnotizovat,Tem habilidades de hipnose,Tiene dotes de hipnotismo,Potrafi hipnotyzować,有催眠能力,有催眠能力,催眠能力を持つ,최면 능력이 있음,Beherrscht Hypnose,A des pouvoirs d'hypnose,Possiede abilità ipnotiche,Hipnoz yetenekleri var,Hipnotikus képességei vannak,Вміє гіпнотизувати,Có khả năng thôi miên
opinion_mind.positive_rumor_18,,Тайно влюблен,Secretly in love,Secretly in love,Tajná zamilovanost,Amando em segredo,Se ha enamorado en secreto,Potajemna miłość,暗恋,有秘密戀情,密かに恋する,남몰래 짝사랑 중,Insgeheim verliebt,Cache son amour,Amore segreto,Gizli âşık,Titokban szerelmes,Таємна закоханість,Yêu thầm
opinion_mind.positive_rumor_2,,Нежен в постели,Tender in bed,Tender in bed,Něžnosti v posteli,Gentil na cama,Muestra ternura en la cama,Wrażliwość w łóżku,房事温柔,做愛很溫柔,ベッドでは優しい,침대에서 다정함,Sanft im Bett,Est tendre au lit,Dolce a letto,Yatakta çok şefkatli,Gyengéd szerető,Ніжність у ліжку,Dịu dàng trên giường
opinion_mind.positive_rumor_3,,Тайная депрессия,Hidden depression,Hidden depression,Tajná deprese,Depressão escondida,Oculta su depresión,Ukrywa depresję,隐藏的抑郁症,隱性憂鬱症,隠れうつ病,숨겨진 우울증,Verbirgt eine Depression,Cache sa dépression,Depressione repressa,Gizli depresyon,"Nem látszik, de depressziós",Прихована депресія,Trầm cảm tiềm ẩn
opinion_mind.positive_rumor_4,,Мучается чувством вины,Haunted by guilt,Haunted by guilt,Pronásledování vinou,Carrega culpas,Le persigue la culpa,Wyrzuty sumienia,受罪恶感折磨,飽受內疚折磨,罪にさなまれる,죄책감에 시달림,Von Schuldgefühlen geplagt,Ressent de la culpabilité,Senso di colpa,Suçluluk onu yiyip bitiriyor,Marja a bűntudat,Мучить почуття провини,Bị ám ảnh bởi cảm giác tội lỗi
opinion_mind.positive_rumor_5,,Сажает цветы,Plants flowers,Plants flowers,Sází květiny,Planta flores,Planta flores,Sadzi kwiaty,种花,愛種花,花を植える,꽃을 심음,Pflanzt Blumen,Plante des fleurs,Pianta fiori,Çiçek ekiyor,Virágokat ültet,Саджає квіти,Trồng hoa
opinion_mind.positive_rumor_6,,Мечтает научиться летать,Dreams of learning to fly,Dreams of learning to fly,"Sní o tom, že se naučí létat",Sonha em aprender a voar,Sueña con aprender a volar,"Marzy, by nauczyć się latać",梦想学习飞行,夢想是飛上天,空を飛ぶことを夢見る,나는 법을 배우는 꿈을 꿈,"Träumt davon, fliegen zu lernen",Rêve d'apprendre à voler,Sogna di imparare a volare,Uçmayı öğrenmeyi hayal ediyor,A repülésről álmodozik,Мріє навчитися літати,Ước mơ học bay
opinion_mind.positive_rumor_7,,Коллекционирует пряжки ремней,Collects belt buckles,Collects belt buckles,Sbírá přezky,Coleciona fivelas de cinto,Colecciona hebillas,Zbiera sprzączki od pasów,收集腰带扣,喜歡收集皮帶頭,ベルトのバックルを集める,벨트 버클을 수집함,Sammelt Gürtelschnallen,Collectionne les boucles de ceinture,Colleziona fibbie,Kemer tokası topluyor,Övcsatokat gyűjt,Колекціонує пряжки від ременів,Sưu tầm dây thắt lưng
opinion_mind.positive_rumor_8,,Тайно помогает больным,Secretly helps the sick,Secretly helps the sick,Tajně pomáhá nemocným,Ajuda os doentes secretamente,Ayuda en secreto a los enfermos,Potajemnie pomaga chorym,暗中帮助病人,私下會幫助生病的人,密かに病人を助ける,남몰래 환자를 도움,Hilft insgeheim den Kranken,Aide secrètement les malades,Aiuta gli infermi in segreto,Gizlice hastalara yardım ediyor,Titokban betegeken segít,Потайки допомагає хворим,Âm thầm giúp đỡ người bệnh
opinion_mind.positive_rumor_9,,Может 5 раз за ночь,Can do it five times in one night,Can do it five times in one night,Dokáže to dělat pětkrát za noc,Consegue fazer sexo 5x em uma noite,Puede hacerlo cinco veces en una noche,Może pięć razy w ciągu jednej nocy,一夜能做五次,一夜七次郎,一晩で5回はできる,하룻밤에 다섯 번 가능,Kann es in einer Nacht fünfmal treiben,Peut forniquer cinq fois en une seule nuit,Può farlo cinque volte a notte,Bir gecede beş posta atabiliyor,Ötször is megy neki egy este,Може п'ять разів за ніч,Có thể làm điều đó năm lần trong một đêm
opinion_mind.pretender_envy,,Зависть к наследнику,Envy of the heir,Envy of the heir,Závist kvůli dědici,Inveja da pessoa herdeira,Envidia al heredero,Zazdrości spadkobiercy,嫉妒王位继承人,嫉妒王儲,相続人への嫉妬,후계자 질투,Neid auf den Erben,Jalousie envers l'héritier ou héritière,Invidia dell'erede,Vârisi kıskanıyor,Irigy az örökösre,Заздрість спадкоємцю,Ghen tị với người thừa kế
opinion_mind.refuse_flirt,,Не согласился на свидание,Refused a date,Refused a date,Odmítnutí rande,Rejeitou um encontro,Ha rechazado una cita,Nie zgadza się na schadzkę,拒绝约会,拒絕約會,デートの誘いを断った,데이트를 거부함,Verweigerte ein Rendezvous,A refusé un rendez-vous galant,Ha rifiutato un incontro romantico,Randevuyu reddetti,Nem jött el a randevúra,Відмова у побаченні,Từ chối hẹn hò
opinion_mind.refuse_flirt_full,,Отверг меня! Да как он смеет!,Rejected me! How dare he!,Rejected me! How dare he!,Od mě odmítl! Jak se opovažuje!,Rejeitou-me! Como se atreve!,¡Me ha rechazado! ¡¿Cómo se atreve?!,Odrzucono mnie! Jak śmie!,他拒绝了我！他怎么敢的！,竟敢拒絕我！,断られた！なんて人なの！,날 거부하다니! 어떻게 감히!,Wies mich ab! Wie kann er es wagen?!,A refusé ma compagnie ! Quel culot !,Mi ha rifiutato! Come osa!,Beni reddetti! Bu ne cüret ya?,Visszautasított! Hogy merészeli?,Відмовляє мені! Як тільки сміє!,Từ chối tôi! Sao anh ấy dám?!
opinion_mind.reward_me,,Наградил меня,Rewarded me,Rewarded me,Získání odměny,Recompensou-me,Me ha recompensado,Nagrodzono mnie,奖赏了我,賞賜了我,褒賞が与えられた,나에게 보상함,Belohnte mich,M'a récompensé·e,Mi ha ricompensato,Beni ödüllendirdi,Megjutalmazott,Винагороджує мене,Được thưởng
opinion_mind.sex,,Провели ночь вместе!,Spent the night together!,Spent the night together!,Strávili jsme spolu noc!,Passaram a noite juntos!,¡Hemos pasado la noche juntos!,Spędziliśmy razem noc!,一起过夜了！,共度了良宵,共に一夜を過ごした！,같이 밤을 보냈어!,Verbrachten die Nacht zusammen!,Ont passé la nuit ensemble !,Ha passato la notte con qualcuno!,Geceyi beraber geçirdi!,Együtt töltöttük az éjszakát!,Провели ніч разом!,Đã qua đêm cùng nhau!
opinion_mind.shame_relative,,Обесчестил близкого,Disgraced a loved one,Disgraced a loved one,Zneuctění milované osoby,Desonrou uma pessoa amada,Ha deshonrado a un ser querido,Znieważono ukochaną osobę,让亲人蒙羞,藐視我的至親,愛する人の名誉を傷つけた,사랑하는 이를 망신 줌,Blamierte eine geliebte Person,A déshonoré un être aimé,Disonore di una persona cara,Sevdiği birini rezil etti,Megszégyenítette egy szerettemet,Осоромлено близьку людину,Làm ô nhục một người thân
opinion_mind.slight,,Пренебрег мной,Disregarded me,Disregarded me,Ignoruje mě,Ignorou-me,Me ha menospreciado,Znieważono mnie,轻视我,瞧不起我,無視された,나를 망신 줌,Vernachlässigte mich,M'a ignoré·e,Mi ha disprezzato,Beni rezil etti,Semmibe vett,Не звертає на мене увагу,Bỏ qua tôi
opinion_mind.spouse,,Супруг,Spouse,Spouse,Choť,Cônjuge,Cónyuge,Poślubieni,配偶,配偶,配偶者,배우자,Partner,Époux·se,Coniuge,Eş,Házastárs,Подружжя,Vợ/chồng
opinion_mind.suspicion_of_adultery,,"Мне кажется, он мне изменяет...",Suspected adultery,Suspected adultery,Podezření na nevěru,Suspeita de adultério,Sospecha de adulterio,Podejrzenie o zdradę,涉嫌通奸,懷疑通姦,不倫を疑われた,외도 의심,Verdacht auf Ehebruch,Soupçon d'adultère,Sospetto di adulterio,Aldatma şüphesi,Házasságtörés gyanúja,Підозра в зраді,Nghi ngờ ngoại tình
opinion_mind.try_to_kill_me,,Пытался меня убить,Tried to kill me!,Tried to kill me!,Snažili se mě zabít!,Tentou me matar!,¡Ha intentado matarme!,Próba zabójstwa!,企图杀我！,他想殺了我！,私を殺そうとした！,날 죽이려고 했어!,Wollte mich umbringen!,A essayé de me tuer,Ha cercato di uccidermi!,Beni öldürmeye çalıştı,Megpróbált megölni!,Намагається мене вбити!,Cố gắng giết tôi!
opinion_mind.manners_good,,Манерный,Well-mannered,Well-mannered,Dobré vychování,Boas maneiras,Buenos modales,Dobre maniery,彬彬有礼,舉止得體,礼儀正しい,예의 바름,Gute Manieren,A une attitude respectueuse,Buone maniere,Terbiyeli,Jól nevelt,Гарні манери,Lịch sự
opinion_mind.manners_too_high,,Слишком манерный,Too well-mannered,Too well-mannered,Příliš dobré vychování,Educação excessiva,Modales demasiado buenos,Zbyt dobre maniery,过于彬彬有礼,太過拘謹,礼儀正しすぎる,너무 예의 바름,Zu gute Manieren,A une attitude trop respectueuse,Maniere troppo impeccabili,Çok terbiyeli,Túl jól nevelt,Занадто гарні манери,Quá lịch sự
opinion_mind.manners_too_low,,Неотёсанная деревенщина,Uncouth peasant,Uncouth peasant,Neotesanec,Mal educação de camponês,Campesino ordinario,Nieokrzesanie,粗鄙的平民,舉止庸俗,野卑な農民,무례한 농민,Ungehobelter Bauer,Paysan·ne rustre,Rudezza,Görgüsüz köylü,Faragatlan paraszt,Селянська неотесаність,Nông dân thô lỗ
opinion_mind.pregnancy_father,,Отец моего ребенка,Father of my child,Father of my child,Otec mého dítěte,Pai da minha criança,Padre de mi retoño,Ojciec mego dziecka,我孩子的父亲,孩子的父親,子供の父親,내 아이의 아버지,Vater meines Kindes,Père de mon enfant,Padre della mia prole,Çocuğumun babası,A gyermekem apja,Батько моєї дитини,Cha của con tôi
opinion_mind.pregnancy_mother,,Мать моего ребенка,Mother of my child,Mother of my child,Matka mého dítěte,Mãe da minha criança,Madre de mi retoño,Matka mego dziecka,我孩子的母亲,孩子的母親,子供の母親,내 아이의 어머니,Mutter meines Kindes,Mère de mon enfant,Madre della mia prole,Çocuğumun annesi,A gyermekem anyja,Мати моєї дитини,Mẹ của con tôi
opinion_mind.dummy_bastard,,Бастард от крестьянина,Bastard child of a peasant,Bastard child of a peasant,Nemanželské dítě rolníka,Criança bastarda de camponeses,Bastardo de origen campesino,Bękart chłopa,平民的私生子,庶民的私生子,農民の子として生まれた非嫡出子,농민의 사생아,Bastardkind eines Bauern,Enfant bâtard d'un paysan,Prole illegittima di un popolano,Köylüden doğma piç,Paraszt fattya,Байстрюк від простолюдина,Con hoang của nông dân
opinion_mind.lord_bastard,,Бастард от лорда,Bastard child of a lord,Bastard child of a lord,Nemanželské dítě lorda,Criança bastarda de nobres,Bastardo de un señor,Bękart lorda,领主的私生子,貴族的私生子,領主の子として生まれた非嫡出子,영주의 사생아,Bastardkind eines Lords,Enfant bâtard d'un noble,Prole illegittima di un nobile,Asilzadeden doğma piç,Nemesi fattyú,Байстрюк від вельможі,Con hoang của quý tộc
opinion_mind.child,,Мое дитя,My child,My child,Moje dítě,Minha criança,Mi retoño,Moje dziecko,我的孩子,我的孩子,私の子供,내 아이,Mein Kind,Mon enfant,La mia prole,Çocuğum,A gyermekem,Моя дитина,Con của tôi
opinion_mind.parent,,Мой родитель,My parent,My parent,Můj rodič,Meu pai/Minha mãe,Mi progenitor,Mój rodzic,我的父母,我的父母,私の両親,내 부모,Mein Elternteil,Mon père/ma mère,Il mio genitore,Ebeveynim,A szülőm,Мої батьки,Cha mẹ của tôi
opinion_mind.rescued_from_captivity,,Спас меня из плена!,Rescued me from captivity!,Rescued me from captivity!,Zachránili mě ze zajetí!,Resgatou-me do cativeiro!,¡Me ha rescatado del cautiverio!,Uratował mnie z niewoli!,把我从囚禁中救了出来！,解救了被俘的我！,囚われの身からの救出してくれた！,포로가 된 날 구해줬어!,Hat mich aus der Gefangenschaft befreit!,M'a secouru·e de la captivité,Mi ha salvato dalla prigionia!,Beni esaretten kurtardı!,Kiszabadított a fogságból!,Порятунок з полону!,Cứu tôi khỏi cảnh tù đày!
opinion_mind.speeping_with_my_partner,,Спит с моим партнером!,Sleeping with my partner!,Sleeping with my partner!,Spí s mým partnerem!,Dormindo com meu parceiro!,¡Está durmiendo con mi pareja!,Sypia z moim partnerem!,和我的伴侣睡在一起！,和我的伴侶有一腿！,パートナーと寝る！,내 파트너와 동침했어!,Schläft mit meine Partner!,Couche avec mon/ma partenaire !,Va a letto con il mio partner!,Partnerimle sevişiyor!,A párommal hál!,Спить із моїм партнером!,Ngủ với bạn đời của tôi!
opinion_mind.uncle,,Дядя/Тетя,Uncle/Aunt,Uncle/Aunt,Strýc/teta,Tio/Tia,Tío/Tía,Ciocia/wuj,叔叔/阿姨,叔叔/阿姨,叔父/叔母,삼촌/고모/이모,Onkel/Tante,Oncle/Tante,Zio/Zia,Dayı/Hala,Nagybácsi/nagynéni,Дядько/Тітка,Cậu/Mợ
opinion_mind.nephew,,Племянник/Племянница,Nephew/Niece,Nephew/Niece,Synovec/neteř,Sobrinho/Sobrinha,Sobrino/Sobrina,Kuzyn/kuzynka,侄子/侄女,姪甥/姪甥女,甥/姪,남자 조카/여자 조카,Neffe/Nichte,Neveu/Nièce,Nipote,Yeğen,Unokaöcs/unokahúg,Небіж/Небога,Cháu trai/Cháu gái
opinion_mind.brother,,Брат/Сестра,Brother/Sister,Brother/Sister,Bratr/Sestra,Irmão/Irmã,Hermano/Hermana,Brat/siostra,兄弟/姐妹,兄/弟/姊/妹,兄弟/姉妹,남자 형제/여자 형제,Bruder/Schwester,Frère/Sœur,Fratello/Sorella,Erkek kardeş/kız kardeş,Fivér/nővér,Брат/Сестра,Anh/Chị
opinion_mind.related_marriage,30,Породнились через брак,Related through marriage,Related through marriage,Příbuznost přes svatbu,Parente por casamento,Familiar por matrimonio,Powinowactwo,姻亲关系,姻親,結婚による関係,결혼을 통한 관계,Durch Ehe verwandt,Unis par les liens du mariage,Parentela tramite matrimonio,Evlilik yolu ile akraba,Házasság révén rokon,Спорідненість через шлюб,Quan hệ thông gia
opinion_mind.returned_debt,10,Вернул долг,Returned a debt,Returned a debt,Vrácení dluhu,Pagou uma dívida,Ha devuelto una deuda,Spłacono dług,还债,償還了債務,負債を返した,빚을 갚음,Beglich eine Schuld,A payé sa dette,Ha saldato un debito,Borcunu ödedi,Megadta az adósságát,Повертає борг,Trả nợ
opinion_mind.not_returned_debt,-50,Обманул мое доверие,Betrayed my trust,Betrayed my trust,Zrada mé důvěry,Traiu minha confiança,Ha traicionado mi confianza,Złamano moje zaufanie,背叛了我的信任,辜負了我的信任,信頼を裏切った,내 신뢰를 배신함,Missbrauchte mein Vertrauen,A trahi ma confiance,Ha tradito la mia fiducia,Güvenimi kırdı,Elárulta a bizalmam,Зраджує мою довіру,Phản bội lòng tin của tôi
opinion_mind.not_returned_debt_neighbor,-15,Не отдал долг соседу,Failed to repay a debt to a neighbor,Failed to repay a debt to a neighbor,Nesplacený dluh vůči sousedovi,Não pagou uma dívida a um vizinho,No ha pagado una deuda a un vecino,Nie spłacono długu sąsiadowi,未能偿还邻邦的债务,未償還債務給鄰邦,隣人への借金の返済を怠った,이웃에 진 빚을 갚지 않음,Beglich eine Schuld bei Nachbarn nicht,N'a pas payé sa dette à une province voisine,Non ha saldato il debito con un vicino,Komşusuna borcunu ödeyemedi,Nem adta meg az adósságát a szomszédnak,Не віддає борг сусіду,Không trả nợ cho hàng xóm
opinion_mind.player_paid_tribute,5,Заплатил мне дань,Paid me tribute,Paid me tribute,Zaplatili mi příspěvek,Pagou-me tributo,Me ha pagado tributo,Zapłacono mi daninę,向我进贡,向我進貢了,敬意を表してくれた,공물 납부함,Zahlte mir Tribut,M'a payé un tribut,Mi ha pagato un tributo,Bana haraç ödedi,Hűbéradó fizetett nekem,Платить мені данину,"Đã trả tiền cống nạp cho tôi "
opinion_mind.player_refuse_to_pay,-20,Отказался платить,Refused to pay,Refused to pay,Odmítnutí zaplatit,Recusou-se a pagar,Se ha negado a pagar,Nie zgodzono się na zapłatę,拒绝支付,拒絕進貢,支払いを拒否した,지불을 거부함,Weigerte sich zu zahlen,A refusé de payer,Rifiuta di pagare,Ödemeyi reddetti,Nem volt hajlandó fizetni,Відмовляється платити,Từ chối trả
opinion_mind.king_demand_pay,-20,Вымогал у меня дань,Extorted tribute from me,Extorted tribute from me,Vymohli ze mě příspěvek,Extorquiu tributo de mim,Me ha obligado a pagar tributo,Wymuszono ode mnie daninę,向我勒索贡金,逼我進貢,貢物を納めるよう強要された,나에게 공물을 갈취해 감,Rang mir einen Tribut ab,M'a extorqué un tribut,Mi ha estorto un tributo,Benden zorla haraç aldı,Hűbéradó követelt tőlem,Данина через шантаж,Họ buộc tôi phải cống nạp cho họ
opinion_mind.attacked_me,-20,Напал на меня,Attacked me,Attacked me,Zaútočili na mě,Atacou-me,Me ha atacado,Zaatakowano mnie,攻击了我,攻擊了我,襲われた,날 공격했음,Griff mich an,M'a attaqué·e,Mi ha attaccato,Bana saldırdı,Megtámadott,Нападає на мене,Tấn công tôi
opinion_mind.attack_neighbors,-5,Нападает на соседей,Attacks neighbors,Attacks neighbors,Útočí na sousedy,Ataca vizinhos,Ataca a los vecinos,Atakuje sąsiadów,攻击邻邦,攻擊鄰邦,隣人を襲う,이웃을 공격함,Greift Nachbarn an,Attaque les provinces voisines,Attacca i vicini,Komşularına saldırıyor,Támadja a szomszédait,Нападає на сусідів,Tấn công hàng xóm
opinion_mind.attack_traity,-130,Агрессия против меня,Aggression against me,Aggression against me,Agrese proti mně,Agressão contra mim,Agresión contra mí,Agresja wobec mnie,对我的攻击,侵略我,私に対する攻撃,나에 대한 공격성,Aggression gegen mich,Agression à mon encontre,Aggressione nei miei confronti,Bana şiddet gösterdi,Ellenem támadt,Агресія проти мене,Sự xâm lược đối với tôi
opinion_mind.attack_traity_neighbors,-50,Агрессия против соседа,Aggression against a neighbor,Aggression against a neighbor,Agrese proti sousedovi,Agressão contra um vizinho,Agresión contra un vecino,Agresja wobec sąsiada,对邻邦的攻击,侵略鄰邦,隣人に対する攻撃,이웃에 대한 공격성,Aggression gegen einen Nachbarn,Agression à l'encontre d'une province voisine,Aggressione nei confronti di un vicino,Komşuya şiddet gösterdi,A szomszéd ellen támadt,Агресія проти сусіда,Sự xâm lược đối với hàng xóm
opinion_mind.attack_coward,-30,Не явился на бой,Failed to show up for a duel,Failed to show up for a duel,Nepřítomnost v souboji,Não apareceu para um duelo,No se ha presentado a un duelo,Nie stawiono się na pojedynek,未能前来决斗,失約沒來決鬥,決闘の時間になっても現れなかった,결투에 나타나지 않음,Erschien nicht zu einem Duell,A fait défaut lors d'un duel,Ha disertato un duello,Düelloya gelmedi,Nem jelent meg a párbajon,Уникнення двобою,Không xuất hiện trong trận đấu tay đôi
opinion_mind.vassal,20,Мой вассал,My vassal,My vassal,Můj vazal,Meu vassalo,En vasallaje conmigo,Mój wasal,我的附庸,我的附庸,我が従属国,내 봉신,Mein Vasall,Mon vassal,Il mio vassallo,Vasalım,A vazallusom,Мій васал,Chư hầu của tôi
opinion_mind.senior,20,Мой сеньор,My senior,My senior,Můj nadřízený,Meu superior,Mi superior,Mój senior,我的领主,我的宗主,先達,내 상관,Mein Vormund,Mon suzerain,Il mio superiore,Üstüm,A feljebbvalóm,Мій сюзерен,Cấp trên của tôi
opinion_mind.vassal_duty_did,10,Исполнил долг вассала,Fulfilled vassal's duty,Fulfilled vassal's duty,Naplněná vazalská povinnost,Cumpriu deveres como vassalo,Ha cumplido el deber del vasallaje,Spełniono obowiązek lenny,履行了附庸的职责,履行了附庸義務,従属国としての務めを果たした,봉신의 의무를 다함,Erfüllte die Vasallenpflicht,A accompli le devoir du vassal,Ha compiuto i doveri di vassallo,Vasallık görevini yerine getirdi,Teljesítette vazallusi kötelességeit,Виконує обов'язки васала,Hoàn thành nghĩa vụ chư hầu
opinion_mind.betrayal,-50,Предал меня,Betrayed me,Betrayed me,Zradili mě,Traiu-me,Me ha traicionado,Zdradzono mnie,背叛了我,背叛了我,裏切った,나를 배신함,Verriet mich,M'a trahi·e,Mi ha tradito,Bana ihanet etti,Elárult,Зраджує мене,Phản bội tôi
opinion_mind.betray_vassal_oath,-20,Нарушил клятву вассала,Broke vassal's oath,Broke vassal's oath,Porušení vazalské přísahy,Quebrou o juramento de vassalagem,Ha roto el juramento de vasallaje,Złamano przysięgę lenną,违反了附庸的誓言,違背了附庸的誓言,従属国の誓いを破った,봉신의 맹세를 깸,Brach den Vasalleneid,A brisé le serment vassalique,Ha infranto il giuramento di vassallo,Vasallık yeminini bozdu,Megszegte vazallusi esküjét,Порушення васальної клятви,Làm trái lời thề của chư hầu
