Key,Comments,Russian,English,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
activity_state.order.travel_prepare.process,,Берет провизию,Taking provisions,Taking provisions,Bere si zásoby,Pegando provisões,Cogiendo provisiones,Bierze zapasy,获取补给,拿取物資中,食料を摂取する,공급받는 중,Nimmt Vorräte auf,Prend des provisions,Prende provvedimenti,Erzak alıyor,Ellátmányt vesz fel,Бере припаси,Lấy đồ dự trữ
activity_state.pain_shock,,Без сознания от болевого шока,Unconscious from pain shock,Unconscious from pain shock,V bezvědomí ze šoku,Inconsciente do choque pela dor,Inconsciente por conmoción de dolor,Nieprzytomność z bólu,因疼痛而休克,因疼痛而休克昏厥,痛みによるショックで意識不明,통증 쇼크로 의식 불명,Vor Schmerz bewusstlos,A perdu conscience à cause de la douleur,Perde conoscenza per il dolore,Ağrılarından dolayı baygın,Eszméletlen a fájdalomtól,Непритомніє через больовий шок,Sốc và ngất xỉu vì đau
activity_state.patrol,,Патрулирует,Patrolling,Patrolling,Hlídkuje,Patrulhando,Patrullando,Patroluje,巡逻,巡邏中,巡回中,순찰 중,Auf Patrouille,Patrouille,Pattuglia,Devriyede,Járőrözik,Патрулює,Tuần tra
activity_state.punish_watching.go_to,,Идет смотреть на наказание,Goes to watch the punishment,Goes to watch the punishment,Jde se dívat na trest,Indo assistir à punição,Va a ver el castigo,Idzie oglądać wymierzanie kary,去观看行刑,正要去觀刑,処刑を見に行く,처벌을 구경하러 감,"Unterwegs, um dem Strafvollzug zuzusehen",Va assister au châtiment,Va ad assistere alla punizione,Cezalandırmayı izlemeye gidiyor,Megy megnézni a fenyítést,Збирається дивитися покарання,đi xem cuộc hành quyết
activity_state.punish_watching.process,,Смотрит на наказание,Watching the punishment,Watching the punishment,Sleduje trest,Assistindo à punição,Viendo el castigo,Ogląda wymierzanie kary,观看行刑,觀刑中,処刑を見ている,처벌 구경 중,Sieht dem Strafvollzug zu,Assiste au châtiment,Assiste alla punizione,Cezalandırmayı izliyor,Nézi a fenyítést,Дивиться покарання,Xem hành quyết
activity_state.punish.go_to,,Ведет преступника,Leading a criminal,Leading a criminal,Vede zločince,Guiando um criminoso,Llevando a un criminal al patíbulo,Prowadzi przestępcę,押送罪犯,帶領罪犯中,犯罪者を率いる,범죄자 인도 중,Eskortiert einen Verbrecher,Guide le criminel,Conduce un criminale,Bir suçluyu götürüyor,Kísér egy bűnözőt,Веде злочинця,Dẫn dắt một tội phạm
activity_state.punish.process,,Осуществляет наказание,Administering punishment,Administering punishment,Trestá,Aplicando uma punição,Administrando un castigo,Wymierza karę,行刑,行刑中,処罰を与えている,처벌 집행 중,Vollzieht die Strafe,Inflige le châtiment,Infligge la punizione,Cezalandırıyor,Fenyítést eszközöl,Карає,Thi hành hình phạt
activity_state.punish.search,,Идет за преступником,Goes after the criminal,Goes after the criminal,Jde po zločinci,Buscando criminosos,Va tras el criminal,Ściga przestępcę,追捕罪犯,緝捕罪犯中,犯罪者を追いかける,범죄자를 추격하러 감,Sucht nach dem Verbrecher,Poursuit le criminel,Insegue il criminale,Suçlunun peşinden gidiyor,A bűnöző után megy,Іде по злочинця,Đi theo tội phạm
activity_state.punish.target.go_to,,Идет на эшафот,Goes to the scaffold,Goes to the scaffold,Jde na popraviště,Indo ao patíbulo,Va al patíbulo,Idzie na szafot,去行刑台,前往行刑台中,処刑台に行く,처형대에 감,Unterwegs zum Schafott,Se rend à l'échafaud,Va al patibolo,Darağacına gidiyor,A vesztőhelyhez megy,Збирається до ешафоту,Đi đến giá treo cổ
activity_state.punish.target.waiting,,Ожидает наказание,Awaiting punishment,Awaiting punishment,Očekává trest,Esperando punição,Esperando castigo,Czeka na karę,等待行刑,等候行刑中,処刑が行われるのを待っている,처벌 대기 중,Erwartet den Strafvollzug,Attend le châtiment,Attende la punizione,Cezasını bekliyor,Fenyítésre vár,Чекає на кару,Chờ hình phạt
activity_state.punish.witness.go_to,,Идет опрашивать свидетеля,Goes to interrogate a witness,Goes to interrogate a witness,Jde vyslechnout svědka,Indo interrogar testemunhas,Va a interrogar a un testigo,Idzie przesłuchać świadka,去审问证人,正要去審訊證人,証人の尋問に行く,증인을 신문하러 감,Geht einen Zeugen befragen,Va interroger un témoin,Va a interrogare un testimone,Bir tanığı sorgulamaya gidiyor,Megy kihallgatni egy tanút,Збирається допитувати свідка,Đi thẩm vấn nhân chứng
activity_state.punish.witness.process,,Опрашивает свидетеля,Interrogating a witness,Interrogating a witness,Vyslýchá svědka,Interrogando testemunhas,Interrogando a un testigo,Przesłuchuje świadka,审问证人,審訊證人中,証人を尋問している,증인 신문 중,Befragt einen Zeugen,Interroge un témoin,Interroga un testimone,Bir tanığı sorguluyor,Tanút hallgat ki,Допитує свідка,Thẩm vấn nhân chứng
activity_state.punish.witness.target.process,,Дает показания,Giving testimony,Giving testimony,Vypovídá,Dando testemunho,Dando testimonio,Zeznaje,提供证词,作證中,証言を行う,증언 중,Gibt eine Zeugenaussage ab,Livre son témoignage,Fornisce una testimonianza,İfade veriyor,Tanúvallomást tesz,Дає свідчення,Cung cấp chứng cứ
activity_state.punish.work_wait,,Ждет работу,Waiting for work,Waiting for work,Čeká na práci,Esperando para trabalhar,Esperando para trabajar,Czeka na pracę,等待工作,等待工作中,仕事を待っている,작업 대기 중,Wartet auf die Arbeit,Attend du travail,Attende un lavoro,Çalışmak için bekliyor,Munkára vár,Чекає на роботу,Chờ công việc
activity_state.punish.intimidate,,Идет запугивать,Goes to intimidate,Goes to intimidate,Jde zastrašovat,Indo intimidar,Va a intimidar,Idzie zastraszyć,去恐吓,正要去嚇阻流民,脅迫に行く,위협하러 감,Geht jemanden einschüchtern,Va intimider quelqu'un,Va a intimidire,Tehdit etmeye gidiyor,Megy valakit megfélemlíteni,Збирається залякувати,Đi để đe dọa
activity_state.intimidate.process,,Запугивает,Intimidating,Intimidating,Zastrašuje,Intimidando,Intimidando,Zastrasza,恐吓,嚇阻流民中,脅迫している,위협 중,Schüchtert jemanden ein,Intimide quelqu'un,Intimidisce,Tehdit ediyor,Megfélemlít valakit,Залякує,Đe dọa
activity_state.retreat,,Спасается бегством,Fleeing,Fleeing,Prchá,Fugindo,Huyendo,Ucieka,逃跑,逃跑中,逃亡中,도망치는 중,Flieht,Fuit,Fugge,Kaçıyor,Menekül,Тікає,Chạy trốn
activity_state.rtm.go_to,,Идет за ресурсами,Goes for resources,Goes for resources,Jde pro suroviny,Buscando recursos,Va a por recursos,Idzie po zasoby,去寻找资源,正要去拿取資源,資源を探しに行く,자원을 찾으러 감,Sucht nach Ressourcen,Va chercher des ressources,Va a prendere le risorse,Kaynak arıyor,Nyersanyagokért megy,Іде по ресурси,Đi lấy tài nguyên
activity_state.rtm.process,,Переносит ресурсы,Transferring resources,Transferring resources,Přenáší suroviny,Transferindo recursos,Transfiriendo recursos,Przenosi zasoby,转移资源,搬運資源中,資源を輸送中,자원 운송 중,Transportiert Ressourcen,Transfère des ressources,Trasferisce le risorse,Kaynak taşıyor,Nyersanyagokat szállít,Переміщує ресурси,Chuyển tài nguyên
activity_state.salary.go_to,,Идет за зарплатой,Goes for wages,Goes for wages,Jde si pro mzdu,Buscando salário,Va a por el salario,Idzie po wypłatę,去领取工钱,正要去領薪水,給料を取りに行く,임금을 받으러 감,Holt den Lohn ab,Va chercher son salaire,Va a prendere il compenso,Maaş almaya gidiyor,Megy a béréért,Іде по зарплату,Đi lấy tiền công
activity_state.sex.go_to,,Идет заниматься сексом,Goes to have sex,Goes to have sex,Jde souložit,Indo fazer sexo,Va a tener sexo,Idzie uprawiać seks,去发生性关系,正要去做愛,性交をしに行く,성관계를 하러 감,Wird demnächst Sex haben,Va forniquer,Va a fare sesso,Sevişmeye gidiyor,Megy szexelni,Збирається займатися сексом,Đi quan hệ tình dục
activity_state.sex.process,,Занимается сексом,Having sex,Having sex,Souloží,Fazendo sexo,Teniendo sexo,Uprawia seks,发生性关系,做愛中,性交中,성관계 중,Hat Sex,Fornique,Fa sesso,Sevişiyor,Szexel,Займається сексом,Quan hệ tình dục
activity_state.sex.waiting,,Ждет партнера,Waiting for a partner,Waiting for a partner,Čeká na partnera,Esperando um parceiro,Esperando a un compañero,Czeka na partnera,等待伴侣,等候另一半中,パートナーを待っている,파트너를 기다리는 중,Wartet auf Liebhaber,Attend quelqu'un pour forniquer,Attende un partner,Partnerini bekliyor,Partnerre vár,Чекає партнера,Chờ đối tác
activity_state.shopping.go_to,,Идет на рынок,Goes to the market,Goes to the market,Jde na tržnici,Indo ao mercado,Va al mercado,Idzie na rynek,前往市场,正要去市集,市場に行く,시장에 감,Unterwegs zum Markt,Va au marché,Va al mercato,Pazara gidiyor,A piacra megy,Збирається на ринок,Đi đến chợ
activity_state.shopping.process,,Покупает товары,Buying goods,Buying goods,Kupuje zboží,Comprando produtos,Comprando mercancías,Kupuje towary,购买商品,購物中,商品を買っている,상품 구매 중,Waren kaufen,Achète des biens,Acquista merci,Ürün alıyor,Vásárol,Купує товари,Mua hàng hóa
activity_state.sick_visit.go_to,,Идет посещать больного,Goes to visit the sick,Goes to visit the sick,Jde navštívit nemocné,Indo visitar os doentes,Va a visitar a los enfermos,Idzie odwiedzić chorego,去探望病人,正要去探病,病人を見舞いに行く,환자를 병문안하러 감,Geht die Kranken besuchen,Va rendre visite aux malades,Va a fare visita agli infermi,Hasta ziyaretine gidiyor,Megy beteget látogatni,Збирається відвідати хворих,Đi thăm người ốm
activity_state.sick_visit.process,,Посещает больного,Visiting the sick,Visiting the sick,Navštěvuje nemocné,Visitando os doentes,Visitando a los enfermos,Odwiedza chorego,探望病人,探病中,病人を見舞っている,환자 병문안 중,Besucht die Kranken,Rend visite aux malades,Visita gli infermi,Hastayı ziyaret ediyor,Beteget látogat,Відвідує хворих,Thăm người ốm
activity_state.sick_visit.target.process,,Радуется посещению,Happy about the visit,Happy about the visit,Má radost z návštěvy,Feliz pela visita,Feliz por la visita,Cieszy się z wizyty,对探访感到高兴,正在期待探病,見舞いを嬉しく思う,병문안 때문에 행복함,Glücklich über den Besuch,Apprécie la visite,È felice della visita,Ziyaretten memnun,Örül a látogatásnak,Радіє відвідинам,Vui mừng về cuộc thăm viếng
activity_state.sick_visit.target.waiting,,Ждет посещения,Waiting for a visit,Waiting for a visit,Čeká na návštěvu,Esperando a visita,Esperando una visita,Czeka na wizytę,等待探访,等人來探病中,見舞いを待っている,병문안 기다리는 중,Wartet auf einen Besuch,Attend une visite,Attende una visita,Ziyaret edilmeyi bekliyor,Látogatót vár,Чекає на відвідини,Chờ một cuộc thăm viếng
activity_state.skill_training.go_to,,Идет тренировать навык {skill_name},Goes to train {skill_name},Goes to train {skill_name},Jde procvičovat schopnost {skill_name},Indo praticar {skill_name},Va a entrenar la habilidad {skill_name},Idzie trenować: {skill_name},去训练{skill_name},正要去訓練「{skill_name}」能力,{skill_name}の訓練に行く,{skill_name}을(를) 훈련하러 감,Unterwegs zur {skill_name}-Ausbildung,Va pratiquer la compétence {skill_name},Va ad addestrarsi nell'abilità {skill_name},{skill_name} üzerinde çalışmaya gidiyor,Megy a(z) {skill_name} képességet gyakorolni,Збирається тренувати навичку «{skill_name}»,Đi đào tạo {skill_name}
activity_state.skill_training.process,,Тренирует навык {skill_name},Training {skill_name},Training {skill_name},Procvičuje schopnost {skill_name},Praticando {skill_name},Entrenando la habilidad {skill_name},Trenuje: {skill_name},训练{skill_name},訓練「{skill_name}」能力中,{skill_name}の訓練中,{skill_name} 훈련 중,Übt {skill_name},Pratique la compétence {skill_name},Si addestra nell'abilità {skill_name},{skill_name} üzerinde çalışıyor,A(z) {skill_name} képességet gyakorolja,Тренує навичку «{skill_name}»,Đào tạo {skill_name}
activity_state.sleeping.fatigue.process,,Спит от измождения,Sleeping from exhaustion,Sleeping from exhaustion,Spí z vyčerpání,Dormindo de exaustão,Durmiendo por el agotamiento,Śpi z wycieńczenia,筋疲力竭后睡着,因筋疲力盡而熟睡,疲れのあまり寝ている,지쳐서 자는 중,Schläft vor Überanstrengung,S'endort d'épuisement,Dorme per lo sfinimento,Yorgunluktan uyuyor,Alszik a kimerültségtől,Спить через виснаження,Ngủ vì kiệt sức
activity_state.sleeping.go_to,,Идет спать,Goes to sleep,Goes to sleep,Jde spát,Indo dormir,Va a dormir,Idzie spać,去睡觉,正要去睡覺,眠りにつく,자러 감,Geht schlafen,Va dormir,Va a dormire,Uyumaya gidiyor,Aludni megy,Збирається спати,Đi ngủ
activity_state.sleeping.on_ground.process,,Спит на земле,Sleeping on the ground,Sleeping on the ground,Spí na zemi,Dormindo no chão,Durmiendo en el suelo,Śpi na ziemi,睡在地上,正睡在地上,地面で寝ている,땅바닥에서 자는 중,Schläft am Boden,Dort par terre,Dorme a terra,Yerde uyuyor,A földön alszik,Спить на підлозі,Ngủ trên mặt đất
activity_state.sleeping.process,,Спит,Sleeping,Sleeping,Spí,Dormindo,Durmiendo,Śpi,睡觉,正在睡覺,睡眠中,자는 중,Schläft,Dort,Dorme,Uyuyor,Alszik,Спить,Ngủ
activity_state.social_relaxation.go_to,,Идет размышлять,Goes to contemplate,Goes to contemplate,Jde rozjímat,Indo contemplar,Va a meditar,Idzie kontemplować,去沉思,正要進行自我審思,考え込む,사색하러 감,Geht die Gedanken ordnen,Va réfléchir,Va a riflettere,Düşünmeye gidiyor,Megy elmélkedni,Збирається подумати,Đi suy ngẫm
activity_state.social_relaxation.process_1,,Планирует будущее,Planning the future,Planning the future,Plánuje budoucnost,Planejando o futuro,Planificando el futuro,Planuje przyszłość,规划未来,考慮未來中,将来の計画を立てる,미래 계획 중,Plant die Zukunft,Prépare l'avenir,Pianifica il futuro,Geleceğini planlıyor,A jövőt tervezgeti,Планує майбутнє,Lập kế hoạch cho tương lai
activity_state.social_relaxation.process_2,,Вспоминает прошлое,Reflecting on the past,Reflecting on the past,Přemýšlí nad minulostí,Refletindo sobre o passado,Reflexionando sobre el pasado,Wspomina przeszłość,回顾过去,緬懷過往中,過去を振り返る,과거 반추 중,Denkt über die Vergangenheit nach,Réfléchit au passé,Riflette sul passato,Geçmişini düşünüyor,A múlton mereng,Обмірковує минуле,Suy ngẫm về quá khứ
activity_state.social_relaxation.process_3,,Радуется моменту,Enjoying the moment,Enjoying the moment,Užívá si okamžiku,Aproveitando o momento,Disfrutando del momento,Raduje się chwilą,享受当下,享受當下中,この瞬間を楽しむ,이 순간을 즐기는 중,Genießt den Moment,Apprécie l'instant présent,Si gode il momento,Anı yaşıyor,Élvezi a pillanatot,Насолоджується моментом,Tận hưởng khoảnh khắc
activity_state.social_relaxation.process_4,,Мысли о смерти,Having thoughts of death,Having thoughts of death,Přemýšlí o smrti,Pensando sobre a morte,Pensando sobre la muerte,Myśli o śmierci,思考死亡,思索死亡中,死について考える,죽음에 대한 생각 중,Denkt an den Tod,A des idées noires,Pensa alla morte,Ölümü düşünüyor,A halálon mereng,Думає про смерть,Có suy nghĩ về cái chết
activity_state.social_relaxation.process_5,,Размышляет о предназначении,Contemplating destiny,Contemplating destiny,Rozjímá o osudu,Contemplando o destino,Contemplando el destino,Deliberuje nad przeznaczeniem,沉思命运,省思命運中,運命について考える,운명에 대해 심사숙고 중,Denkt über das Schicksal nach,Pense à son destin,Riflette sul destino,Kaderini düşünüyor,A sorsról elmélkedik,Думає про долю,Suy ngẫm về số phận
activity_state.social_relaxation.process_6,,Думает о близких,Thinking about loved ones,Thinking about loved ones,Myslí na milované osoby,Pensando sobre entes queridos,Pensando en los seres queridos,Myśli o bliskich,思念亲人,想念親人中,愛する人のことを思う,사랑하는 사람을 생각 중,Denkt an geliebte Personen,Pense à ses proches,Pensa ai suoi cari,Sevdiklerini düşünüyor,A szeretteire gondol,Думає про близьких,Nghĩ về người thân
activity_state.social_relaxation.process_7,,Рефлексирует о поступках,Reflecting on deeds,Reflecting on deeds,Přemýšlí o činech,Refletindo sobre os deveres,Reflexionando sobre las acciones,Rozważa swe dokonania,反省行为,反省作為中,行いを振り返る,행동 반추 중,Denkt über die eigenen Taten nach,S'interroge sur ses actions,Riflette sui fatti,Yaptıklarını düşünüyor,A tettein mereng,Обмірковує свої вчинки,Suy ngẫm về hành động
activity_state.social_relaxation.process_8,,Сомневается в существовании,Doubting existence,Doubting existence,Pochybuje o existenci,Duvidando da existência,Dudando de la existencia,Wątpi w swą egzystencję,怀疑存在,懷疑人生中,存在を疑う,존재를 의심하는 중,Zweifelt an der Existenz,S'interroge sur l'existence,Dubita dell'esistenza,Varlığından şüphe ediyor,Kétségbe vonja a létezést,Сумнівається у власному існуванні,Nghi ngờ sự tồn tại
activity_state.spend_time.drinking.go_to,,Идет пить алкоголь в компании,Goes to drink beer in company,Goes to drink beer in company,Jde na pivo ve společnosti,Indo beber em companhia,Va a beber cerveza en compañía,Idzie pić piwo w towarzystwie,结伴去喝啤酒,正要一起去喝酒,仲間とビールを飲みに行く,무리 지어 맥주를 마시러 감,Geht mit Leuten Bier trinken,Va boire de la bière en groupe,Va a bere birra in compagnia,Biriyle bira içmeye gidiyor,Megy társaságban sörözni,Збирається пити пиво в компанії,Đi uống bia với bạn bè
activity_state.spend_time.drinking.process,,Пьет алкоголь в компании,Drinking beer in company,Drinking beer in company,Pije pivo ve společnosti,Bebendo em companhia,Bebiendo cerveza en compañía,Pije piwo w towarzystwie,结伴喝啤酒,和酒伴共飲中,仲間とビールを飲んでいる,무리 지어 맥주 마시는 중,Trinkt mit Leuten Bier,Boit de la bière en groupe,Beve birra in compagnia,Biriyle bira içiyor,Társaságban sörözik,П'є пиво в компанії,Uống bia với bạn bè
activity_state.spend_time.hunt.go_to,,Идет охотится,Goes to hunt,Goes to hunt,Jde na lov,Indo caçar,Va de cacería,Idzie polować,去打猎,正要去打獵,狩りに行く,사냥하러 감,Geht jagen,Va chasser,Va a cacciare,Ava gidiyor,Vadászni megy,Збирається на полювання,Đi săn
activity_state.spend_time.hunt.waiting,,Ждет напарника по охоте,Waiting for a hunting partner,Waiting for a hunting partner,Čeká na loveckého partnera,Esperando por parceiros de caça,Esperando a un compañero de cacería,Czeka na partnera polowania,等待狩猎伙伴,等待一起打獵的同伴,狩りのパートナーを待っている,사냥 파트너 기다리는 중,Wartet auf einen Jagdgefährten,Attend quelqu'un pour aller chasser,Attende qualcuno con cui cacciare,Av partnerini bekliyor,Vadásztársra vár,Чекає на напарника для полювання,Chờ bạn săn
activity_state.spend_time.music.go_to,,Идет играть музыку в компании,Goes to play music in company,Goes to play music in company,Jde hrát hudbu ve společnosti,Indo tocar música em companhia,Va a tocar música en compañía,Idzie grać muzykę w towarzystwie,结伴去演奏音乐,正要一起去演奏音樂,仲間と音楽を演奏しに行く,무리 지어 음악 연주하러 감,Geht mit anderen Musik machen,Va jouer de la musique en groupe,Va a suonare uno strumento in compagnia,Biriyle müzik yapmaya gidiyor,Megy társaságban zenélni,Збирається грати музику в компанії,Đi chơi nhạc cùng bạn bè
activity_state.spend_time.music.process,,Играет музыку в компании,Playing music in company,Playing music in company,Hraje hudbu ve společnosti,Tocando música em companhia,Tocando música en compañía,Gra muzykę w towarzystwie,结伴演奏音乐,一起演奏音樂中,仲間と音楽を演奏している,무리 지어 음악 연주 중,Macht mit anderen Musik,Joue de la musique en groupe,Suona uno strumento in compagnia,Biriyle müzik yapıyor,Társaságban zenél,Грає музику в компанії,Chơi nhạc cùng bạn bè
activity_state.spend_time.pray.go_to,,Идем молиться в компании,Goes to pray in company,Goes to pray in company,Jde se modlit ve společnosti,Indo rezar em companhia,Va a rezar en compañía,Idzie modlić się w towarzystwie,结伴去祈祷,正要一起去禱告,仲間と祈りを捧げに行く,무리 지어 기도하러 감,Geht mit anderen beten,Va prier en groupe,Va a pregare in compagnia,Biriyle dua etmeye gidiyor,Megy társaságban imádkozni,Збирається молитися в компанії,Đi cầu nguyện cùng bạn bè
activity_state.spend_time.pray.process,,Молится в компании,Praying in company,Praying in company,Modlí se ve společnosti,Rezando em companhia,Rezando en compañía,Modli się w towarzystwie,结伴祈祷,一起禱告中,仲間と祈りを捧げている,무리 지어 기도 중,Betet mit anderen,Prie en groupe,Prega in compagnia,Biriyle dua ediyor,Társaságban imádkozik,Молиться в компанії,Cầu nguyện cùng bạn bè
activity_state.spend_time.waiting,,Ждет собеседника,Waiting for someone,Waiting for someone,Na někoho čeká,Esperando alguém,Esperando a alguien,Czeka na kogoś,等待伙伴,正在等人,誰かを待つ,누군가를 기다리는 중,Wartet auf jemanden,Attend quelqu'un,Attende qualcuno,Birini bekliyor,Vár valakire,Чекає на когось,Chờ ai đó
activity_state.spend_time.walking.process,,Гуляет в компании,Walking in company,Walking in company,Prochází se ve společnosti,Andando em companhia,Caminando en compañía,Spaceruje w towarzystwie,结伴同行,一起等人中,仲間と一緒に歩いている,무리 지어 걷는 중,Geht mit anderen spazieren,Marche en groupe,Passeggia in compagnia,Biriyle yürüyor,Társaságban sétál,Прогулюється в компанії,Đi dạo cùng bạn bè
activity_state.take_equipment.go_to,,Идет за экипировкой,Goes to get equipment,Goes to get equipment,Jde pro vybavení,Indo buscar equipamento,Va a conseguir equipo,Idzie po wyposażenie,去拿装备,正要去拿裝備,装備を取りに行く,장비를 가지러 감,Geht Ausrüstung holen,Va chercher de l'équipement,Va a prendere l'equipaggiamento,Ekipman almaya gidiyor,Felszerelésért megy,Збирається по спорядження,Đi lấy thiết bị
activity_state.tantrum.binge.go_to,,Собирается уйти в запой,Goes to begin drinking spree,Goes to begin drinking spree,Jde chlastat,Indo beber até cair,Va a beber como si no hubiera un mañana,Idzie pić na umór,去狂饮,正要去飲酒狂歡,酒盛りしに行く,잔뜩 마시러 감,Begibt sich auf eine Sauftour,Commence à boire beaucoup,Va a fare baldoria,Sarhoş olmaya gidiyor,Megy tivornyázni,Збирається на затяжну пиятику,Đi bắt đầu cuộc nhậu
activity_state.tantrum.binge.process,,В запое,Drinking spree,Drinking spree,Chlastá,Bebendo até cair,Bebiendo como si no hubiera un mañana,Pije na umór,狂饮,飲酒狂歡中,酒盛りをしている,잔뜩 마시는 중,Auf einer Sauftour,Boit beaucoup,Fa baldoria,Sarhoş oluyor,Tivornyázik,Пиячить,Đi nhậu thả ga
activity_state.tantrum.crazy_pray.go_to,,Погружается в религиозный транс,Immersed in a religious trance,Immersed in a religious trance,Je v náboženském transu,Imersão em transe religioso,Inmerso en un trance religioso,Pogrąża się w religijnym transie,陷入宗教狂热,沉浸在宗教迷離狀態中,宗教的な恍惚状態に浸る,종교적 무아지경에 몰입 중,Ist von einer religiösen Trance ergriffen,Est en état de transe religieuse,Si immerge in un'estasi religiosa,Dinî transa geçiyor,Vallásos transzba merült,Занурюється в релігійний транс,đắm chìm trong trạng thái xuất thần tôn giáo
activity_state.tantrum.crazy_pray.process,,В религиозном трансе,In a religious trance,In a religious trance,V náboženském transu,Em um transe religioso,En un trance religioso,W religijnym transie,处于宗教狂热状态,處於宗教迷離狀態中,宗教的な恍惚状態,종교적 무아지경 상태,In einer religiösen Trance,Est en transe religieuse,In estasi religiosa,Dinî transta,Vallásos transzban van,У релігійному трансі,trạng thái thôi miên tôn giáo
activity_state.tantrum.rage.process,,"Ищет, кого бы избить",Looking for someone to beat up,Looking for someone to beat up,"Hledá někoho, koho zbije",Procurando alguém para bater,Buscando a alguien a quien pegar,Szuka kogoś do pobicia,寻找发泄对象,正在找人來揍,殴る相手を探している,두들겨 팰 상대를 찾는 중,Sucht jemanden zum Verprügeln,Cherche quelqu'un à frapper,Cerca qualcuno da picchiare,Dövecek adam arıyor,"Keres valakit, akit megverhet","Шукає, кого побити",Tìm người để đánh
activity_state.tantrum.self_immolation.go_to,,Собирается очиститься огнем,Planning to purify by fire,Planning to purify by fire,Plánuje očištění ohněm,Planejando purificar-se pelo fogo,Planificando una purificación por fuego,Planuje oczyszczenie ogniem,打算用火净化,打算縱火淨化,炎による浄化を計画している,불로 정화할 계획 중,Plant eine Selbstläuterung durch Feuer,S'apprête à s'immoler par le feu,Pianifica di purificarsi con il fuoco,Ateş ile arınmayı düşünüyor,Tüzes tisztogatást tervez,Збирається очиститися вогнем,Lên kế hoạch thanh tẩy bằng lửa
activity_state.trade.go_to,,Идет торговать с караванщиком,Goes to trade with a caravanner,Goes to trade with a caravanner,Jde obchodovat s karavanářem,Indo comerciar com o caravaneiro,Va a comerciar con un caravanero,Idzie handlować z karawaną,去和商队交易,正要去和商隊旅人交易,キャラバン隊との貿易に行く,상단 상인과 거래하러 감,Unterwegs zum Handel mit einem Karawanier,Va faire des affaires à la caravane,Va a commerciare con il carovaniere,Kervancı ile ticaret yapmaya gidiyor,Megy kereskedni a karavánnal,Збирається торгувати з караванником,Đi giao dịch với người lữ hành
activity_state.unconscious,,Без сознания,Unconscious,Unconscious,V bezvědomí,Inconsciente,Inconsciente,Nie ma przytomności,失去意识,失去意識,意識不明,의식 불명,Bewusstlos,Inconscience,Incoscienza,Baygın,Eszméletlen,Непритомніє,Bất tỉnh
activity_state.use_bandage,,Останавливает кровь,Stops the bleeding,Stops the bleeding,Zastavuje krvácení,Estancando o sangue,Para la hemorragia,Powstrzymuje krwawienie,止血,止血中,止血する,출혈을 멈춤,Stoppt die Blutung,Arrête l'hémorragie,Ferma l'emorragia,Kanamayı durduruyor,Elállítja a vérzést,Зупиняє кровотечу,Ngừng chảy máu
activity_state.use_medicine.go_to,,Идет за лекарствами,Goes for medicine,Goes for medicine,Jde pro léky,Buscando medicamento,Va a por medicina,Idzie po lekarstwo,去拿药,正要去拿藥膏,薬を取りに行く,약을 구하러 감,Sucht nach Medizin,Va chercher des médicaments,Va a prendere una medicina,İlaç almaya gidiyor,Gyógyszerért megy,Іде по ліки,Đi lấy thuốc
activity_state.use_medicine.process,,Принимает лекарства,Taking medicine,Taking medicine,Bere si léky,Tomando medicamento,Cogiendo medicina,Bierze lekarstwo,服药,拿取藥膏中,薬を飲んでいる,약 먹는 중,Nimmt Medizin ein,Prend des médicaments,Prende la medicina,İlaç alıyor,Gyógyszert visz,Приймає ліки,Sử dụng thuốc
activity_state.walking,,Гуляет,Strolling,Strolling,Prochází se,Passeando,Paseando,Spaceruje,散步,閒晃中,散歩,산책 중,Flaniert herum,Se promène,Passeggia,Geziyor,Sétál,Гуляє,Đi dạo
activity_state.dancing,,Танцует,,,,,,,,,,,,,,,,,
activity_state.wolf_walking,,Исследует лес,Exploring the forest,Exploring the forest,Zkoumá les,Explorando a floresta,Explorando el bosque,Eksploruje las,探索森林,正在森林裡探險,森を探索する,숲 답사 중,Erkundet den Wald,Explore la forêt,Esplora la foresta,Ormanı keşfediyor,Az erdőt járja,Досліджує ліс,Khám phá rừng
activity_state.work.go_to,,Идет на рабочее место,Goes to work,Goes to work,Jde do práce,Indo trabalhar,Va a trabajar,Idzie do pracy,去工作,正要去工作,仕事に行く,일하러 감,Geht zur Arbeit,Va travailler,Va al lavoro,İşe gidiyor,Dolgozni megy,Збирається на роботу,Đi làm
activity_state.work.process,,Работает,Working,Working,Pracuje,Trabalhando,Trabajando,Pracuje,工作,工作中,歩いている,일하는 중,Arbeitet,Travaille,Lavora,Çalışıyor,Dolgozik,Працює,Làm việc
activity_state.chancellaty_interact.go_to,,Идет работать над знаниями,Goes to study knowledge,Goes to study knowledge,Jde se vzdělávat,Indo estudar conhecimento,Va a estudiar conocimiento,Idzie zgłębiać wiedzę,去学习知识,正要去研讀知識,知識の研究に行く,지식을 연구하러 감,Geht Wissen studieren,Va étudier,Va a studiare nuove conoscenze,İrfan öğrenmeye gidiyor,Megy ismereteket tanulmányozni,Збирається вивчати знання,Đi nghiên cứu kiến ​​thức
