Key,Comments,Russian,English,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
mind.low_rings,hint_mind_low_rings,Мало колец,Few Rings,Few Rings,Málo prstenů,Poucos anéis,Pocos anillos,Mało pierścieni,极少圣戒,聖戒稀少,リングが少ない,신성 반지 거의 없음,Wenige Ringe,Manque d'anneaux sacrés,Pochi anelli,Az yüzük,Néhány Gyűrű,Мало перснів,Ít Nhẫn
mind.loyalty_low,hint_mind_loyalty_low,Низкая лояльность,Low loyalty,Low loyalty,Nízká věrnost,Lealdade baixa,Lealtad baja,Niska lojalność,忠诚度低,忠誠度低落,忠誠心が低い,낮은 충성도,Geringe Loyalität,Faible loyauté,Lealtà bassa,Düşük sadakat,Alacsony hűség,Низька вірність,Lòng trung thành thấp
mind.many_rings,hint_mind_lot_of_rings,Много колец,Many Rings,Many Rings,Mnoho prstenů,Muitos anéis,Muchos anillos,Wiele pierścieni,许多圣戒,聖戒多,リングが多い,신성 반지 많음,Viele Ringe,Beaucoup d'anneaux sacrés,Tanti anelli,Çok yüzük,Sok Gyűrű,Багато перснів,Nhiều Nhẫn
mind.morning_service,hint_mind_morning_service,Утренняя служба,Morning service,Morning service,Ranní bohoslužba,Missa matutina,Servicio matinal,Poranna msza,晨祷,晨禱,朝の礼拝,아침 예배,Morgengottesdienst,Messe matinale,Funzione mattutina,Sabah ayini,Reggeli mise,Ранкова служба,Cầu nguyện buổi sáng
mind.motive.energy.1,hint_mind_motive_energy_1,Сонливость,Sleepiness,Sleepiness,Ospalost,Sonolência,Somnolencia,Senność,困倦,昏昏欲睡,眠気,졸림,Schläfrigkeit,Sommeil,Sonnolenza,Uykulu olma,Álmosság,Сонливість,Buồn ngủ
mind.motive.energy.2,hint_mind_motive_energy_2,Сильная нехватка сна,Severe sleep deprivation,Severe sleep deprivation,Vážná spánková deprivace,Privação severa do sono,Privación del sueño grave,Poważna deprywacja snu,严重睡眠不足,嚴重睡眠不足,深刻な睡眠不足,심각한 수면 부족,Schwerer Schlafentzug,Forte privation de sommeil,Grave privazione di sonno,Aşırı uykusuzluk,Súlyos alváshiány,Сильне недосипання,Thiếu ngủ nghiêm trọng
mind.motive.food.1,hint_mind_motive_food_1,Сытно поел,Had a hearty meal,Had a hearty meal,Syté jídlo,Fez uma refeição farta,Ha tenido una comida copiosa,Zjedzono obfity posiłek,吃了丰盛的一餐,飽餐一頓,腹一杯になるまで食べた,배불리 먹음,Hatte eine herzhafte Mahlzeit,A eu un repas copieux,Ha mangiato un lauto pasto,Güzel bir yemek yedi,Kiadósat étkezett,Добре нагодовано,Đã có bữa ăn ngon
mind.motive.food.2,hint_mind_motive_food_2,Легкий голод,Mild hunger,Mild hunger,Mírný hlad,Fome leve,Hambre leve,Lekki głód,轻微饥饿,略感飢餓,多少の空腹,가벼운 허기,Leichter Hunger,Faim modérée,Fame lieve,Hafif açlık,Enyhe éhségérzet,Легкий голод,Đói nhẹ
mind.motive.food.3,hint_mind_motive_food_3,Голод,Hunger,Hunger,Hlad,Fome,Hambre,Głód,饥饿,飢餓難忍,空腹,허기,Hunger,Faim,Fame,Açlık,Éhségérzet,Голод,Đói
mind.motive.food.4,hint_mind_motive_food_4,Сильный голод,Severe hunger,Severe hunger,Velký hlad,Fome severa,Hambre grave,Poważny głód,严重饥饿,嚴重挨餓,深刻な空腹,심각한 허기,Großer Hunger,Faim dévorante,Denutrizione,Aşırı açlık,Súlyos éhségérzet,Сильний голод,Đói nặng
mind.motive.rest.1,hint_mind_motive_fun_1,Полон сил,Full of energy,Full of energy,Spousta energie,Muita energia,Plenitud de energía,Mnóstwo energii,精力充沛,精力充沛,体力満タン,넘치는 에너지,Voller Energie,Énergie débordante,Abbondanza di energia,Enerji dolu,Tele van energiával,Енергії по вінця,Tràn đầy năng lượng
mind.motive.rest.2,hint_mind_motive_fun_2,Легкая усталость,Mild fatigue,Mild fatigue,Mírná únava,Fadiga leve,Fatiga leve,Lekkie zmęczenie,轻微疲劳,輕微疲勞,軽度の疲労,가벼운 피로,Geringe Erschöpfung,Légère fatigue,Fatica lieve,Hafif yorgunluk,Enyhe fáradtság,Легка втома,Mệt mỏi nhẹ
mind.motive.rest.3,hint_mind_motive_fun_3,Средняя усталость,Moderate fatigue,Moderate fatigue,Střední únava,Fadiga moderada,Fatiga moderada,Umiarkowane zmęczenie,中度疲劳,中度疲勞,適度な疲労,일반적인 피로,Mittelmäßige Erschöpfung,Fatigue modérée,Fatica moderata,Orta derece yorgunluk,Mérsékelt fáradtság,Середня втома,Mệt mỏi vừa phải
mind.motive.rest.4,hint_mind_motive_fun_4,Смертельная усталость,Fatal fatigue,Fatal fatigue,Smrtelná únava,Fadiga fatal,Fatiga letal,Śmiertelne zmęczenie,极度疲劳,重度疲勞,重度の疲労,치명적인 피로,Lebensgefährliche Erschöpfung,Épuisement mortel,Fatica grave,Ölümcül yorgunluk,Végzetes fáradtság,Фатальна втома,Mệt mỏi nghiêm trọng
mind.motive.religion.1,hint_mind_motive_religion_1,Праведность,Piety,Piety,Zbožnost,Piedade,Piedad,Pobożność,虔诚,聖靈充滿,信心深さ,신앙심,Frömmigkeit,Foi,Devozione,Dindarlık,Áhítat,Набожність,Lòng sùng đạo
mind.motive.religion.2,hint_mind_motive_religion_2,Благодать,Bliss,Bliss,Blaho,Bem-aventurança,Felicidad,Błogość,赐福,幸福愉悅,至福,황홀함,Seligkeit,Félicité,Estasi,Saadet,Boldogság,Блаженство,Hạnh phúc
mind.motive.religion.3,hint_mind_motive_religion_3,Святая София покинула меня,Holy Sophia has forsaken me,Holy Sophia has forsaken me,Svatá Sofie mě opustila.,Santa Sofia me abandonou,Santa Sophia me ha abandonado.,Święta Zofia mnie opuściła,圣索菲亚抛弃了我,聖索菲亞拋棄了我,聖母ソフィアは私をお見捨てになられた。,성모 소피아에게 버림받음,Die Heilige Sophia hat mich verlassen,Sainte Sophia m'abandonne,Madre Sofia mi ha abbandonato,Yüce Sophia beni yüzüstü bıraktı.,Szent Szófia elhagyott engem.,Свята Софія покинула мене.,Thánh Sophia đã bỏ rơi tôi
mind.motive.religion.4,hint_mind_motive_religion_4,Богиня накажет меня!,Goddess will punish me!,Goddess will punish me!,Bohyně mě potrestá!,A Deusa vai me punir!,¡La diosa me castigará!,Bogini mnie ukarze!,女神会惩罚我！,聖母將降罪於我！,女神様の罰が私に下る！,신께서 날 처벌하실 거야!,Die Göttin wird mich strafen!,La déesse va me punir !,La dea mi punirà!,Tanrıçamız beni cezalandıracak!,Az Istennő meg fog büntetni!,Богиня мене покарає!,Nữ thần sẽ trừng phạt tôi!
mind.motive.sex.1,hint_mind_motive_sex_1,Легкое одиночество,Mild loneliness,Mild loneliness,Mírná osamělost,Solidão leve,Soledad leve,Lekka samotność,轻度孤独,略感寂寞,軽度の孤独,가벼운 외로움,Geringe Einsamkeit,Solitude modérée,Solitudine lieve,Hafif yalnızlık,Enyhe magányosság,Легка самотність,Cô đơn nhẹ
mind.motive.sex.2,hint_mind_motive_sex_2,Сексуальное желание,Sexual desire,Sexual desire,Sexuální touha,Desejo sexual,Deseo sexual,Seksualne pożądanie,性欲,性慾高漲,性欲,성욕,Sexualtrieb,Désir sexuel,Desiderio sessuale,Cinsel arzu,Szexuális vágy,Сексуальне бажання,Khao khát tình dục
mind.motive.sex.3,hint_mind_motive_sex_3,Сексуальная одержимость,Sexual obsession,Sexual obsession,Sexuální posedlost,Obsessão sexual,Obsesión sexual,Seksualna obsesja,性成瘾,慾火焚身,性的強迫観念,성적 강박,Sexuelle Besessenheit,Obsession sexuelle,Ossessione sessuale,Cinsel takıntı,Szexuális megszállottság,Сексуальна одержимість,Ám ảnh tình dục
mind.motive.care.1,hint_mind_motive_care_1,Отсутствие внимания родителей,Lack of parental attention,Lack of parental attention,Nedostatek pozornosti rodičů,Falta de atenção parental,Falta de atención paterna,Brak opieki rodzicielskiej,缺乏双亲之爱,缺乏父母陪伴,親からの愛情不足,부모의 돌봄 부족,Zu wenig elterliche Aufmerksamkeit,Manque d'attention des parents,Mancanza di attenzioni genitoriali,Ebeveyn ilgisi eksikliği,A szülői figyelem hiánya,Нестача уваги батьків,Thiếu sự quan tâm của cha mẹ
mind.motive.care.2,hint_mind_motive_care_2,Скучает по родителям,Misses parents,Misses parents,Postrádá rodiče,Saudades dos pais,Padres ausentes,Tęsknota za rodzicami,想念父母,思念父母,両親が恋しい,부모가 그리움,Vermisst die Eltern,En manque de ses parents,Nostalgia dei genitori,Ebeveynlerini özlüyor,Hiányoznak a szülei,Сумує за батьками,Nhớ cha mẹ
mind.motive.care.3,hint_mind_motive_care_3,Брошен родителями,Abandoned by parents,Abandoned by parents,Opuštění rodiči,Abandono parental,Abandono paterno,Porzucenie przez rodziców,被父母遗弃,被父母拋棄,両親から見捨てられた,부모에게서 버림받음,Von Eltern im Stich gelassen,Abandon des parents,Abbandono dei genitori,Ebeveynleri tarafından terk edilmiş,A szülei elhagyták,Покинуто батьками,Bị cha mẹ bỏ rơi
mind.new_town_resident,hint_mind_new_town_resident,Оптимизм нового жителя,Optimism of a new resident,Optimism of a new resident,Optimismus z nového obyvatele,Otimismo de um morador novo,Optimismo de un nuevo residente,Optymizm nowego mieszkańca,新居民的乐观心态,樂觀新面孔,新住民の楽観主義,새로운 주민의 낙관,Optimismus eines neuen Einwohners,Optimisme dû à un nouveau lieu de vie,Ottimismo per il recente trasferimento,Yeni sakin konusunda iyimser,Az új lakó optimizmusa,Оптимізм нового жителя,Lạc quan của một cư dân mới
mind.night_murder,hint_mind_night_murder,Подлое убийство,Vile murder,Vile murder,Odporná vražda,Assassinato vil,Vil criminal,Podłe morderstwo,恶毒的谋杀,卑劣謀殺,卑劣な殺人,비도덕적인 살인,Ruchloser Mord,Meurtre sauvage,Spregevole omicidio,Korkunç cinayet,Aljas gyilkosság,Мерзенне вбивство,Một vụ giết người dã man
mind.no_rings,hint_mind_no_rings,Нет колец,No rings,No rings,Žádné prsteny,Sem anéis,Sin anillos,Brak pierścieni,没有戒指,沒有聖戒,リングなし,신성 반지 없음,Keine Ringe,Aucun anneau,Nessun anello,Yüzüğü yok,Nincs gyűrű,Немає перснів,Không có nhẫn
mind.no_salary,hint_mind_no_salary,Не получил зарплату,Did not receive a salary,Did not receive a salary,Nedostává mzdu,Não recebeu salário,No ha recibido su salario,Nie otrzymano wypłaty,没有收到工钱,沒收到薪水,給与を受け取らなかった,봉급 받지 못함,Hat keinen Lohn erhalten,N'a pas reçu de salaire,Non ha ricevuto un compenso,Maaş almadı,Nem kapott fizetést,Зарплату не отримано,Không nhận được lương
mind.pain,hint_mind_pain,Боль от травмы,Pain from injury,Pain from injury,Bolest ze zranění,Dor de uma lesão,Dolor de una lesión,Bolesna rana,受伤引起的疼痛,傷口疼痛,怪我の痛み,부상으로 인한 통증,Schmerzen wegen Verletzung,Douleur due à une blessure,Dolore per le ferite,Yarası nedeniyle acı çekiyor,Sérülés okozta fájdalom,Біль через поранення,Đau vì chấn thương
mind.personality_blockhead,hint_mind_personality_blockhead,Радость глупости,Joy of foolishness,Joy of foolishness,Radost z bláhovosti,Alegria da tolice,Alegría bobalicona,Głupia radość,无知的快乐,胡鬧的歡欣,愚直な喜び,바보의 즐거움,Die Freuden der Torheit,Joie enfantine,Felicità della stupidità,Aptallığın sevinci,A balgaság öröme,Радість через дурість,Niềm vui của sự ngốc nghếch
mind.personality_bloodthirsty_fight,hint_mind_personality_bloodthirsty_fight,Участие в драке,Involved in a fight,Involved in a fight,Zapojení do bitky,Envolveu-se em uma briga,Se ha metido en una pelea,Uczestnictwo w bójce,参与斗殴,捲入鬥毆,喧嘩に巻き込まれた,싸움에 연루됨,In einen Kampf verwickelt,A participé à un combat,Coinvolgimento in una rissa,Kavgaya karıştı,Verekedésbe keveredett,Участь у бійці,Tham gia vào một cuộc đánh nhau
mind.personality_bloodthirsty_saw_fight,hint_mind_personality_bloodthirsty_saw_fight,Запах крови,Smell of blood,Smell of blood,Pach krve,Cheiro de sangue,Olor a sangre,Zapach krwi,血腥味,殘暴嗜血,血の匂い,피 냄새,Geruch von Blut,A senti l'odeur du sang,Odore di sangue,Kan kokusu,Vérszag,Запах крові,Mùi máu
mind.personality_greedy,hint_mind_personality_greedy,Радость богатству,Joy of wealth,Joy of wealth,Radost z bohatství,Alegria da riqueza,Alegría de la riqueza,Radość z bogactwa,拥有财富的喜悦,富裕的滋味,富の喜び,부유함의 기쁨,Freuden des Wohlstands,Joie due à la richesse,Felicità della ricchezza,Zenginlik sevinci,A gazdagság öröme,Радість через багатство,Niềm vui của sự giàu có
mind.quality_of_life_high,hint_mind_quality_of_life_high,Жизнь удалась,Life is fulfilling,Life is fulfilling,Život je uspokojující,A vida é gratificante,La vida es gratificante,Udane życie,生活充实,生活充實,充実した人生,충만한 인생,Das Leben ist erfüllend,La vie est si belle,Vita appagante,Hayat tatmin edici,Az élet kielégítő,Повноцінне життя,Cuộc sống thật thỏa mãn
mind.religious_pain,hint_mind_religious_pain,Религиозное наслаждение от травм,Religious enjoyment of injuries,Religious enjoyment of injuries,Nábožná bolest ze zranění,Regozijo religioso por feridas,Dolor religioso por lesiones,Religijny ból w wyniku ran,虔诚信徒从伤痛中获得快感,傷勢的宗教性歡愉,負傷したことの宗教的満足感,부상의 종교적 향유,Religiöse Freude an Verletzungen,Jouit de ses blessures grâce à la religion,Estasi religiosa provocata dalle ferite,Yaralanmalardan alınan dindar haz,Sérülések okozta vallásos fájdalom,Релігійний біль через поранення,Những tín đồ sùng đạo tìm thấy niềm vui từ nỗi đau
mind.sex_bribe_dummy,hint_mind_sex_bribe_dummy,Унизился до секса с крестьянином,Lowered myself to have sex with a peasant,Lowered myself to have sex with a peasant,Ponížení ze sexu s rolníkem,Rebaixei-me ao fazer sexo com um membro do campesinato,Me he rebajado a tener sexo con el campesinado,Zniżono się do seksu z gminem,委身与平民发生性关系,自貶身分與庶民性交,農民と性交するために自分を貶めた,농민과의 성관계를 위해 자신을 낮춤,"Habe mich dazu herabgelassen, mit einem Mitglied des Bauernstandes Sex zu haben","J'ai couché avec un membre du bas peuple, quelle honte !",Vergogna per un rapporto sessuale con una persona del popolo,Bir köylüyle sevişmek benim gibi birine yakışmadı,"Lealacsonyítottam magam, hogy egy paraszttal háljak",Приниження через секс із селянами,Hạ mình để làm tình với một nông dân
mind.sex_bribe_slave,hint_mind_sex_bribe_slave,Секс за деньги,Sex for money,Sex for money,Sex za peníze,Sexo por dinheiro,Sexo a cambio de dinero,Seks za pieniądze,以性关系换取金钱,出賣肉體,金銭目的の性交,돈을 위한 성관계,Sex gegen Geld,A vendu son corps,Sesso per denaro,Para karşılığında seks,Szex pénzért,Секс за гроші,Chịch để kiếm tiền
mind.sex_orgasm,hint_mind_sex_orgasm,Был оргазм,Had an orgasm,Had an orgasm,Má za sebou orgasmus,Teve um orgasmo,Ha tenido un orgasmo,Przeżyto orgazm,达到高潮,獲得性高潮,性的絶頂に達した,절정을 느낌,Hatte einen Orgasmus,A eu un orgasme,Ha avuto un orgasmo,Orgazm yaşadı,Orgazmusa volt,Отримано оргазм,Đã đạt cực khoái
mind.sick_was_visit,hint_mind_sick_was_visit,Сочувствие болезни,Empathy for illness,Empathy for illness,Soucit k nemocné,Empatia devido à doença,Empatía por la enfermedad,Współczucie wobec chorych,对疾病的同情,憐憫病者,病気への共感,질병에 대한 공감,Empathie für Krankheit,A reçu de la visite pendant sa convalescence,Empatia per la malattia,Hastalık empatisi,Empátia a betegekkel,Співчуття хворим,Sự đồng cảm với bệnh tật
mind.slight,hint_mind_slight,Мною пренебрегают!,I am being neglected!,I am being neglected!,Zanedbávají mě!,Estão me negligenciando!,¡Me están ninguneando!,Wzgardzono mną!,我被忽视了！,我被藐視了！,私はないがしろにされている！,난 방치되고 있어!,Ich werde vernachlässigt!,Personne ne s'occupe de moi !,Non ricevo attenzioni!,İhmal ediliyorum!,Elhanyagolnak!,Мною нехтують!,Tôi đang bị lãng quên!
mind.starvation,hint_mind_starvation,Голодание,Starvation,Starvation,Hladovění,Fome extrema,Inanición,Wygłodzenie,饥饿,飢餓衰竭,飢餓,굶주림,Hunger,Meurt de faim,Inedia,Açlık,Éhezés,Голод,Đói
mind.terror,hint_mind_terror,Террор,Terror,Terror,Teror,Terror,Terror,Terror,恐慌,恐怖,恐怖,공포,Terror,Terreur,Terrore,Dehşet,Terror,Терор,Khủng bố
mind.toothache,hint_mind_toothache,Болит зуб,Toothache,Toothache,Bolest zubů,Dor de dente,Dolor de muelas,Ból zęba,牙痛,牙痛,歯痛,치통,Zahnschmerzen,A mal aux dents,Mal di denti,Diş ağrısı,Fogfájás,Зубний біль,Đau răng
mind.knowledge_fatigue,hint_mind_knowledge_fatigue,Усталость от знаний,Fatigue from knowledge,Fatigue from knowledge,Únava ze znalostí,Fadiga por conhecimento,Fatiga por conocimiento,Zmęczenie wiedzą,疲于学习知识,知識疲勞,知識からくる疲労,지식으로 인한 피로,Erschöpfung durch Wissen,Fatigue due aux études,Fatica da conoscenza,Öğrenmekten yorgun,A tudás okozta fáradtság,Втома від знань,Mệt mỏi từ việc học
mind.try_to_posion_me,hint_mind_try_to_posion_me,Пытались отравить,Attempted poisoning,Attempted poisoning,Pokus o otravu,Tentativa de envenenamento,Intento de envenenamiento,Próba otrucia,投毒未遂,下毒未遂,毒殺を試みた,독살 시도 중,Versuchte Vergiftung,Tentative d'empoisonnement,Tentato avvelenamento,Zehirleme girişimi,Mérgezési kísérlet,Спроба отруєння,Cố gắng đầu độc
mind.ugly_scars,hint_mind_ugly_scars,Уродливые шрамы,Ugly scars,Ugly scars,Ošklivé jizvy,Cicatrizes feias,Cicatrices feas,Brzydkie blizny,丑陋的伤疤,醜疤痕,醜い傷跡,보기 싫은 흉터,Hässliche Narben,Cicatrices hideuses,Orribili cicatrici,Çirkin yara izleri,Rusnya hegek,Потворні шрами,Vết sẹo xấu xí
mind.work_fatigue,hint_mind_work_fatigue,Усталость от работы,Fatigue from work,Fatigue from work,Únava z práce,Fadiga por trabalhar,Fatiga por trabajo,Zmęczenie pracą,疲于工作,工作疲勞,仕事の疲れ,일로 인한 피로,Erschöpfung durch Arbeit,Épuisement professionnel,Fatica da lavoro,İş yorgunluğu,Fáradtság a munkától,Втома від роботи,Mệt mỏi từ công việc
mind.inspection_fatigue,hint_mind_inspection_fatigue,Усталость от инспекции,Fatigue from inspections,Fatigue from inspections,Únava z inspekcí,Fadiga por inspecionar,Fatiga por inspecciones,Zmęczenie inspekcjami,疲于应付视察,視察疲勞,検査疲れ,점검으로 인한 피로,Erschöpfung durch Inspektionen,Fatigue due aux inspections,Fatica da ispezioni,Teftiş yorgunluğu,Fáradtság az ellenőrzések miatt,Втома від інспекцій,Mệt mỏi từ kiểm tra
mind.paramour,hint_mind_paramour,В отношениях,In a relationship,In a relationship,Ve vztahu,Em um relacionamento,En una relación,W związku,在一段关系中,交往中,交際中,연애 중,In einer Beziehung,En couple,In una relazione,İlişkisi var,Kapcsolatban,У стосунках,Đang yêu
mind.ex_paramour,hint_mind_ex_paramour,Разрыв отношений,Relationship breakup,Relationship breakup,Rozchod,Fim de relacionamento,Ruptura de la relación,Zerwanie związku,感情破裂,分手,交際の終了,헤어짐,Beendete Beziehung,A rompu,Rottura della relazione,İlişkisi bitti,Szakítás,Розрив стосунків,Chia tay
mind.love,hint_mind_love,"Влюбленность: ",In love:,In love:,Zamilovanost:,Amando:,Enamoramiento:,Kocha:,恋爱中：,愛戀：,恋愛中：,사랑에 빠짐:,Liebt:,Amoureux·se de :,Ama:,Âşık:,Szerelmes:,Кохає:,Đang yêu:
mind.refuse_flirt_full,hint_mind_refuse_flirt_full,Был отвержен,Been rejected,Been rejected,Odmítnutí,Recebeu rejeição,Ha sufrido un rechazo,Odrzucono zaloty,被拒绝,遭到拒絕,断られた,거절당함,Wurde abgewiesen,Mes avances ont été rejetées,Rifiuto delle avance,Reddedildi,Visszautasították,Пережито відмову,Bị từ chối
mind.refuse_flirt,hint_mind_refuse_flirt,Отказ в свидании,Denied a date,Denied a date,Odmítnutí rande,Recusou um encontro,Le han negado una cita,Odmówiono schadzki,拒绝约会,拒絕約會,デートの誘いを断られた,데이트 거부당함,Hat ein Rendezvous abgelehnt,Proposition de rendez-vous galant refusée,Non ha ottenuto un incontro romantico,Randevuyu reddetti,Nem akart randevúzni,Відмова у побаченні,Bị từ chối một buổi hẹn
mind.flirt,hint_mind_flirt,Предстоит свидание,Upcoming date,Upcoming date,Chystané rande,Encontro próximo,Cita cercana,Niedługo ma schadzkę,即将到来的约会,約會快到了,デートが予定されている,다가오는 데이트,Bevorstehendes Rendezvous,Rendez-vous galant imminent,Incontro romantico imminente,Gelecek randevu,Közelgő randevú,Заплановане побачення,Sắp có buổi hẹn
mind.convicted_of_adultery,hint_mind_convicted_of_adultery,Измена партнера,Partner's infidelity,Partner's infidelity,Nevěra partnera,Infidelidade do parceiro,Infidelidad de pareja,Niewierność partnera,伴侣的不忠,伴侶不忠,パートナーの不倫,파트너의 외도,Untreue des Partners,Partenaire infidèle,Partner infedele,Aldatılma,Hűtlen partner,Подружня зрада,Sự không chung thủy của bạn đời
mind.adultery,hint_mind_adultery,Стыд от измены партнеру,Shame from partner's infidelity,Shame from partner's infidelity,Ostuda kvůli nevěře partnera,Vergonha pela infidelidade do parceiro,Vergüenza por infidelidad de pareja,Wstyd z powodu niewierności partnera,伴侣不忠带来的耻辱,愧對伴侶,パートナーの不倫による羞恥心,파트너의 외도로 인한 수치심,Schande wegen Untreue des Partners,A honte de l'infidélité de son ou sa partenaire,Vergogna per partner infedele,Aldatıldığı için utanıyor,Szégyen a partnere hűtlensége miatt,Сором за подружню зраду,Xấu hổ vì sự không chung thủy của bạn đời
mind.suspicion_of_adultery,hint_mind_suspicion_of_adultery,Подозревает измену,Suspects infidelity,Suspects infidelity,Podezření na nevěru,Suspeita de infidelidade,Sospecha de infidelidad,Podejrzewa niewierność,怀疑伴侣不忠,懷疑伴侶不忠,不倫の疑い,외도 의심 중,Verdacht auf Untreue,Suspecte l'infidélité de son ou sa partenaire,Sospetta infedeltà,Aldatıldığından şüpheleniyor,Hűtlenségre gyanakszik,Підозрює подружню зраду,Nghi ngờ sự không chung thủy
mind.restrictions,hint_mind_restrictions,Запреты,Restrictions,Restrictions,Omezení,Restrições,Restricciones,Ograniczenia,限制,限制,制限事項,제한,Einschränkungen,Restrictions,Restrizioni,Kısıtlamalar,Korlátozások,Обмеження,Hạn chế
mind.want_to_breakout,hint_mind_want_to_breakout,Скучает по близким,Misses loved ones,Misses loved ones,Postrádá milované osoby,Saudades de entes queridos,Echa de menos a seres queridos,Tęsknota za bliskimi,想念亲人,思念親人,愛する人が恋しい,사랑하는 사람이 그리움,Vermisst geliebte Personen,En manque de ses proches,Nostalgia dei suoi cari,Sevdiklerini özlüyor,Hiányoznak a szerettei,Сумує за близькими,Nhớ người thân yêu
mind.breakout_happy,hint_mind_breakout_happy,Радость свободы,Joy of freedom,Joy of freedom,Radost ze svobody,Alegria da liberdade,Alegría por la libertad,Radość z wolności,自由的喜悦,自由的滋味,自由の喜び,자유의 기쁨,Freude an der Freiheit,Joie due à la liberté,Felicità della libertà,Özgürlük sevinci,A szabadság öröme,Радість через свободу,Niềm vui của tự do
mind.child_born,hint_mind_child_born,Родился ребёнок,Child born,Child born,Rození dítěte,Nascimento de uma criança,Ha nacido un infante,Narodziny dziecka,孩子出生,誕下新生命,子供が生まれた,자녀 탄생,Kind geboren,A donné naissance,Nuova nascita,Çocuk doğdu,Gyermeke született,Народилася дитина,Sinh con
mind.ale_drinking,hint_mind_ale_drinking,Душистое послевкусие эля,Aromatic aftertaste of ale,Aromatic aftertaste of ale,Aromatická chuť ležáku,Sabor aromático da cerveja ale,Retrogusto aromático de la ale,Aromatyczny posmak piwa,麦酒的余香,麥酒的餘韻,エールの芳香な後味,에일의 향긋한 뒷맛,Aromatischer Nachgeschmack von Ale,L'arrière-goût de l'ale est agréable,Retrogusto della birra aromatica,Biranın damakta kalan tadı,A sörpárlat aromás utóíze,Ароматний післясмак елю,Hương vị thơm của bia
mind.moonshine_drinking,hint_mind_moonshine_drinking,Отвратительный самогон,Repulsive moonshine,Repulsive moonshine,Odporná pálenka,Aguardente repulsiva,Licor repulsivo,Odrażający bimber,难以下咽的劣酒,噁心的劣酒,反吐がでるような密造酒,역겨운 밀주,Widerlicher Schnaps,La gnôle a un goût affreux,Liquore disgustoso,İğrenç kaçak içki,Rettenetes lőre,Відразливий самогон,Rượu dở khó nuốt
mind.meat_eating,hint_mind_meat_eating,Вкусное мясо,Delicious meat,Delicious meat,Lahodné maso,Carne deliciosa,Carne deliciosa,Pyszne mięso,美味的肉,美味的烤肉,美味なる肉,맛있는 고기,Köstliches Fleisch,La viande est délicieuse,Carne deliziosa,Lezzetli et,Ínycsiklandó hús,Смачне м'ясо,Thịt ngon
mind.swede_eating,hint_mind_swede_eating,Невкусная брюква,Tasteless rutabaga,Tasteless rutabaga,Nechutný tuřín,Couve-nabo sem sabor,Colinabo insípido,Brukiew bez smaku,无味的芜菁,乏味的洋蕪菁,味のしないルタバガ,맛이 없는 루타바가,Geschmacklose Steckrüben,Le rutabaga est fade,Rapa insapore,Tatsız şalgam,Ízetlen karórépa,Прісна бруква,Củ cải rutabaga không có hương vị
mind.desire_success,hint_mind_desire_success,Исполненное желание,Fulfilled desire,Fulfilled desire,Naplněná touha,Desejo realizado,Deseo satisfecho,Spełniono pragnienie,满足的欲望,滿足了慾望,欲求が満たされた,충족된 욕망,Erfüllte Sehnsucht,Désir comblé,Desiderio esaudito,Giderilmiş arzu,Beteljesült vágy,Бажання здійснено,Đáp ứng mong muốn
mind.anguished_desire,hint_mind_anguished_desire,Мучительное желание,Torturous desire,Torturous desire,Mučivá touha,Desejo tortuoso,Deseo torturador,Intensywne pragnienie,痛苦的欲望,飽受慾望折磨,苛烈な欲望,고통스러운 욕망,Quälende Sehnsucht,Désir viscéral,Desiderio straziante,Acı veren arzu,Kínzó vágy,Болісне бажання,Mong muốn đau đớn
mind.obsession_desire,hint_mind_obsession_desire,Одержимость желанием,Obsession with desire,Obsession with desire,Posedlost touhou,Obsessão pelo desejo,Obsesión con un deseo,Obsesja pragnienia,沉溺于欲望,慾望薰心,欲望への執着,욕망에 대한 강박,Von Sehnsucht besessen,Désirs obsessionnels,Ossessione per un desiderio,Arzu takıntısı,Megszállott vágy,Одержимість бажанням,Ám ảnh về mong muốn
mind.force_donate,hint_mind_many_rings,Вынужденное пожертвование,Forced to donate,Forced to donate,Donucení k příspěvku,Doação forçada,Obligación de donar,Wymuszony datek,被迫捐献,被迫捐獻,寄付を強要された,강제로 기부함,Zum Spenden gezwungen,Obligation de faire un don,Dono obbligatorio,Bağışlamaya zorlandı,Adakozni kényszerül,Примушення до пожертви,Bị ép phải quyên góp
mind.bandits_profit_premonition,hint_bandits_profit_premonition,Предчувствие наживы,Anticipation of gain,Anticipation of gain,Očekávání zisku,Antecipação de ganhos,Anticipación de ganancia,Oczekiwanie zysku,期待收益,期待滿載而歸,利益への期待,이득 예상,Vorfreude auf Gewinn,Anticipation du butin,Attesa di guadagno,Kazanç beklentisi,A haszon reménye,У передчутті прибутків,Mong chờ lợi nhuận
