Key,Comments,Russian,English,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
trait.sin_begin_terror,,Начал террор,Initiated terror,Initiated terror,Zahájený teror,Iniciou campanha de terror,Terror iniciado,Wszczęto terror,引起恐慌,使用恐怖手段,恐怖の始まり,공포 조성됨,Sorgte für Terror,Terreur instaurée,Inizio del terrore,Dehşete sebep oldu,Terrort kezdeményezett,Почато терор,Khủng bố đã được khởi xướng
trait.sin_murder,,Подлое убийство,Vile murder,Vile murder,Odporná vražda,Assassinato vil,Vil criminal,Podłe morderstwo,恶毒的谋杀,卑劣謀殺,卑劣な殺人,비도덕적인 살인,Ruchloser Mord,Meurtre sauvage,Spregevole omicidio,Korkunç cinayet,Aljas gyilkosság,Мерзенне вбивство,Giết người tàn bạo
trait.sin_forbidden_child,,Запретный ребенок,Forbidden child,Forbidden child,Zapovězené dítě,Criança proibida,Infante prohibido,Zakazane dziecko,禁忌之子,禁忌之子,許されざる子供,금지된 아이,Verbotenes Kind,Enfantement immoral,Prole proibita,Gayrimeşru çocuk,Tiltott gyermek,Заборонена дитина,Con cái bị cấm
trait.sin_evil_joke,,Злая шутка,Cruel joke,Cruel joke,Krutý vtip,Piada cruel,Broma cruel,Okrutny żart,残酷的笑话,惡俗笑話,残酷な冗談,잔인한 농담,Grausamer Witz,Raillerie,Scherzo crudele,Acımasız şaka,Kegyetlen vicc,Жорстокий жарт,Câu đùa tàn nhẫn
trait.captive,,Пленник,Prisoner,Prisoner,Vězeň,Refém,Prisionero,Jeniec,囚犯,囚犯,囚人,수감자,Sklave,Prise d'otage,Prigionia,Mahkûm,Fogoly,В'язень,Tù nhân
trait.early_bald,,Раннее облысение,Early balding,Early balding,Předčasné plešatění,Calvície prematura,Calvicie temprana,Wczesne łysienie,早期脱发,少年禿,若はげ,조기 탈모 진행 중,Frühe Glatze,Calvitie prématurée,Calvizie precoce,Erken kelleşme,Korai kopaszodás,Раннє облисіння,Hói sớm
trait.bald,,Лысый,Bald,Bald,Plešatost,Careca,Calvicie,Łysy,脱发,禿頭,はげ,탈모,Glatze,Calvitie,Calvizie,Kel,Kopasz,Лисина,Hói
trait.savant,,Савант,Savant,Savant,Učenec,Sabedoria,Erudición,Uczony,学者,學者,学識者,석학,Inselbegabung,Érudition,Saggezza,Âlim,Tudós,Ученість,Thiên tài
trait.nervous,,Нервный,Nervous,Nervous,Nervozita,Nervosismo,Nervios,Nerwowość,紧张,精神緊繃,神経質,과민,Nervös,Tendance à la dépression,Nervosismo,Gergin,Ideges,Нервовість,Lo lắng
trait.stupidity,,Тугодумие,Mental impairment,Mental impairment,Duševní porucha,Tolice,Discapacidad mental,Głupota,精神损伤,學習障礙,精神障害,지적 장애,Geistige Behinderung,Stupidité,Stupidità,Zekâ geriliği,Mentális leépülés,Розумова неповноцінність,Rối loạn tâm thần
trait.hard_childbirth,,Тяжелые роды,Difficult childbirth,Difficult childbirth,Obtížný porod,Parto difícil,Parto difícil,Trudny poród,难产,難產,難産,난산,Schwierige Geburt,Accouchement difficile,Parto difficile,Zor doğum,Nehéz szülés,Ускладнені роди,Sinh khó
trait.low_fertility,,Низкая фертильность,Low fertility,Low fertility,Nízká plodnost,Fertilidade baixa,Fertilidad baja,Niska płodność,生育能力低下,難以受孕,肥沃度 低,낮은 생식력,Geringe Fruchtbarkeit,Faible fécondité,Fertilità bassa,Düşük doğurganlık,Alacsony termékenység,Низька родючість,Sinh sản thấp
trait.high_fertility,,Высокая фертильность,High fertility,High fertility,Vysoká plodnost,Fertilidade alta,Fertilidad alta,Wysoka płodność,良好生育能力,易於受孕,肥沃度 高,높은 생식력,Hoch Fruchtbarkeit,Forte fécondité,Fertilità elevata,Yüksek doğurganlık,Magas termékenység,Висока родючість,Sinh sản cao
trait.gay,,Гей,Gay,Gay,Homosexuál,Gay,Homosexual,Homoseksualizm,同性恋,同性戀,ゲイ,동성애자,Schwul,Homosexualité,Omosessualità,Eş cinsel,Meleg,Гомосексуальність,Người đồng tính
trait.bald,,Облысел,Balding,Balding,Plešatění,Perdendo cabelo,Calvicie incipiente,Łysienie,正在脱发,禿頭,脱毛,탈모 진행 중,Beginnende Glatze,Calvitie,Calvizie incipiente,Kelleşiyor,Kopaszodik,Облисіння,Hói
trait.calm,,Спокойный,Calm,Calm,Rozvážnost,Calma,Calma,Spokój,冷静,冷靜,穏やか,침착,Ruhig,Calme,Calma,Sakin,Nyugodt,Спокійність,Bình tĩnh
trait.addiction_resist,,Устойчивость к зависимостям,Resistance to addictions,Resistance to addictions,Odolnost vůči závislostem,Resistência a vícios,Resistencia a las adicciones,Odporność na uzależnienia,抵抗成瘾,抵抗成癮,依存症への抵抗,중독 저항,Widerstand gegen Süchte,Résistance à la dépendance,Resistenza alle dipendenze,Bağımlılığa direnç,Ellenállás a függőségekkel szemben,Стійкість до залежностей,Kháng cự với nghiện
trait.empath,,Эмпат,Empathetic,Empathetic,Empatie,Empatia,Empatía,Empatia,有同理心,同理心,共感的,공감,Empathisch,Empathie,Empatia,Anlayışlı,Empatikus,Емпатія,Đồng cảm
trait.strong_will,,Сильная воля,Strong will,Strong will,Silná vůle,Vontade forte,Voluntad fuerte,Silna wola,意志坚强,意志堅定,強い意思,강력한 의지,Starker Wille,Volonté de fer,Volontà forte,Güçlü irade,Erős akarat,Сильна воля,Ý chí mạnh mẽ
trait.brave,,Безрассудный,Reckless,Reckless,Bezhlavost,Intrepidez,Temeridad,Brak rozsądku,鲁莽,莽撞,無謀,무모,Leichtsinnig,Insouciance,Avventatezza,Pervasız,Vakmerő,Нерозважливість,Bất cẩn
trait.monogam,,Однолюб,Monogamous,Monogamous,Monogamie,Monogamia,Monogamia,Monogamia,一夫一妻,專一,一夫一婦制,일부일처,Monogam,Monogamie,Monogamia,Tek eşli,Monogám,Моногамність,Một vợ một chồng
trait.suggestible,,Внушаемый,Suggestible,Suggestible,Ovlivnitelnost,Influência fácil,Sugestionable,Ulega sugestiom,易受影响,耳根軟,暗示にかかりやすい,팔랑귀,Beeinflussbar,Manipulabilité,Suggestionabilità,Kolay etkilenen,Befolyásolható,Вразливість до навіювання,Nó có thể bị ảnh hưởng
trait.addiction_low_resist,,Склонность к зависимостям,Tendency to addiction,Tendency to addiction,Sklon k závislostem,Tendência ao vício,Tendencia a la adicción,Łatwo się uzależnia,成瘾倾向,容易成癮,依存傾向,중독 경향,Neigung zur Sucht,Tendance à la dépendance,Propensione alle dipendenze,Bağımlılık yatkınlığı,Függőségre való hajlam,Схильність до залежностей,Xu hướng nghiện
trait.home_tyran,,Домашний тиран,Domestic tyrant,Domestic tyrant,Domácí tyran,Tirania doméstica,Tiranía doméstica,Tyran domowy,家庭暴君,家暴者,家庭内暴君,가정의 폭군,Häuslicher Tyrann,Violence domestique,Tirannia domestica,Aile içi zorba,Családi zsarnok,Сімейна тиранія,kẻ bạo hành gia đình
trait.lustful,,Похотливый,Lustful,Lustful,Chtíč,Luxúria,Lujuria,Chuć,好色,好色,貪欲な,음탕,Lüstern,Luxure,Lussuria,Şehvetli,Kéjsóvár,Хтивість,Ham muốn tình dục
trait.envious,,Завистливый,Envious,Envious,Závistivost,Inveja,Envidioso,Zazdrość,嫉妒,嫉妒心重,妬ましい,질투,Missgünstig,Envie,Invidia,Haset,Irigy,Заздрість,Ghen tị
trait.cynic,,Циник,Cynical,Cynical,Cynismus,Cinismo,Cinismo,Cynizm,愤世嫉俗,厭世,ひねくれた,비관적,Zynisch,Cynisme,Cinismo,Alaycı,Cinikus,Цинічність,Hoài nghi
trait.gambler,,Азартный,Gambling addict,Gambling addict,Závislost na hazardu,Vício em jogos de azar,Adicción al juego,Uzależnienie od hazardu,赌博成瘾,賭博成癮,ギャンブル中度,도박 중독,Spielsüchtig,Addiction au jeu,Dipendenza dal gioco,Kumar bağımlısı,Szerencsejáték-függő,Азартна залежність,Nghiện cờ bạc
trait.ascet,,Аскетичный,Ascetic,Ascetic,Asketismus,Asceticismo,Asceta,Asceza,苦行僧,清心寡慾,禁欲主義者,금욕,Asketisch,Ascétisme,Ascetismo,Sofu,Aszkéta,Аскетизм,Khổ hạnh
trait.contemptuous,,Презрительный,Contemptuous,Contemptuous,Pohrdavost,Desdém,Despectivo,Pogardliwość,傲慢,傲慢無禮,軽蔑的,경멸,Herablassend,Condescendance,Sdegno,Küçümseyici,Gőgös,Презирство,Kinh thường
trait.coward,,Трус,Cowardly,Cowardly,Zbabělost,Covardice,Cobardía,Tchórzliwość,胆小,懦夫,意気地なし,겁쟁이,Feig,Lâcheté,Codardia,Korkakça,Gyáva,Боягузтво,Hèn nhát
trait.gluttony,,Обжорство,Gluttonous,Gluttonous,Obžerství,Gula,Glotonería,Obżarstwo,贪吃,暴飲暴食,大食漢,식탐,Gefräßig,Hyperphagie,Gola,Obur,Torkos,Ненажерливість,Tham ăn
trait.drug_hater,,Ненависть к веществам,Hatred of substance,Hatred of substance,Odpor vůči návykovým látkám,Ódio a substâncias,Aversión a las drogas,Niechęć do używek,厌男,厭男,男性の憎悪,남성 혐오,Hass auf Männer,Déteste les femmes,Odio verso gli uomini,Erkeklerden nefret ediyor,Idegenkedik a drogoktól,Відраза до наркотиків,Hận thù chất kích thích
trait.misandrist,,Мизандрист,Misandrist,Misandrist,Nesnáší muže,Misandria,Misandria,Mizoandria,仇视男性,厭男者,男性憎悪,남성혐오자,Männerfeindlich,Misandrie,Misandria,Erkek düşmanı,Férfigyűlölő,Ненависть до чоловіків,Kẻ ghét đàn ông
trait.misagonist,,Мизагонист,Misogynist,Misogynist,Nesnáší ženy,Misoginia,Misoginia,Mizoginia,仇视女性,厭女者,女性憎悪,여성혐오자,Frauenfeindlich,Misogynie,Misoginia,Kadın düşmanı,Nőgyűlölő,Ненависть до жінок,Kẻ ghét đàn bà
trait.blissful,,Блаженный,Blissful,Blissful,Blaženost,Bem-aventurança,Dicha,Błogość,幸福,備受寵愛,至福,황홀,Glückselig,Est aux anges,Beatitudine,Keyifli,Boldog,Блаженність,Hạnh phúc
trait.early_gray,,Ранняя седина,Premature graying,Premature graying,Předčasné šedivění,Cabelo grisalho prematuro,Encanecimiento prematuro,Przedwczesne siwienie,过早白发,少年白髮,早すぎる白髪,조기 노화,Vorzeitig ergrauend,Canitie précoce,Brizzolatura precoce,Saçlarının erken beyazlaması,Korai őszülés,Передчасна сивина,Tóc bạc sớm
trait.sarcastic,,Саркастичный,Sarcastic,Sarcastic,Jízlivost,Sarcasmo,Sarcasmo,Sarkazm,讥讽,諷刺,皮肉屋,냉소적,Sarkastisch,Sarcasme,Sarcasmo,İğneleyici,Szarkasztikus,Саркастичність,Mỉa mai
trait.religious,,Набожный,Devout,Devout,Oddanost,Devoção,Devoción,Pobożność,虔诚,虔信,敬虔,독실,Fromm,Piété,Fede,Dindar,Istenfélő,Набожність,Sùng đạo
trait.pacifist,,Пацифист,Pacifist,Pacifist,Mírumilovnost,Pacifista,Pacifismo,Pacyfizm,和平主义者,和平主義者,平和主義者,평화주의자,Pazifist,Pacifisme,Pacifismo,Barışçı,Békeszerető,Миролюбність,Nhà hòa bình
trait.anxious,,Тревожный,Anxious,Anxious,Úzkostlivost,Ansiedade,Ansiedad,Nerwowość,焦虑,焦慮,不安,불안증,Ängstlich,Anxiété,Ansia,Kaygılı,Aggódó,Тривожність,Lo âu
trait.fearless,,Бесстрашный,Fearless,Fearless,Nebojácnost,Valentia,Intrepidez,Nieustraszoność,无畏,無懼無畏,怖いもの知らず,대담,Furchtlos,Intrépidité,Audacia,Korkusuz,Rettenthetetlen,Безстрашність,Không sợ hãi
trait.protector,,Защитник города,City Defender,City Defender,Obránce města,Defesa da cidade,Defensor de la ciudad,Obrońca miasta,城市保卫者,城鎮捍衛者,街の守護者,도시 수호자,Verteidiger der Stadt,Défense de la cité,Difesa della città,Şehrin Savunucusu,A város védelmezője,Оборонець міста,Người bảo vệ thành phố
trait.poisoner,,Отравитель,Poisoner,Poisoner,Travič,Envenenamentos,Conocimiento de venenos,Truciciel,投毒者,投毒者,毒殺犯,독살자,Vergifter,Empoisonnement,Passione per i veleni,Zehirleyici,Méregkeverő,Отруйник,Người đầu độc
trait.cutter,,Головоруб,Head chopper,Head chopper,Sekač hlav,Decapitação,Decapitación,Głoworąb,斩首者,鍘首者,断頭人,참수자,Kopfabhacker,Décapitation,Passione per la decapitazione,Kelle kesen,Lefejező,Рубайголова,Người chặt đầu
trait.charisma,,Харизматичный,Charismatic,Charismatic,Charisma,Carisma,Carismático,Charyzma,魅力十足,有魅力,カリスマ,카리스마,Charismatisch,Charisme,Carisma,Karizmatik,Karizmatikus,Харизматичність,Sức lôi cuốn
trait.precise_language,,Точный язык,Sharp-tongued,Sharp-tongued,Přesný jazyk,Linguagem precisa,Mordacidad,Precyzja wypowiedzi,语言精练,言語精煉,辛辣な,독설가,Scharfzüngig,Minutie,Lingua affilata,Sivri dilli,Éles nyelvű,З гострим язиком,Lời lẽ sắc bén
trait.diplomat,,Дипломат,Diplomat,Diplomat,Diplomat,Diplomacia,Diplomacia,Dyplomata,外交官,圓滑外交,外交官,외교관,Diplomatisch,Diplomatie,Diplomazia,Diplomat,Diplomata,Дипломат,Nhà ngoại giao
trait.forecaster,,Прогнозист,Forecaster,Forecaster,Prognostik,Previsões,Pronóstico,Prognostyk,预测者,預測者,予見者,예측가,Prophetisch,Prévisions,Spirito analitico,Falcı,Jós,Передбачення,Nhà dự đoán
trait.insightful,,Проницательный,Insightful,Insightful,Informovanost,Percepção,Perspicacia,Przenikliwość,洞若观火,洞若觀火,洞察に富む,통찰력,Verständnisvoll,Perspicacité,Perspicacia,Anlayışlı,Éleslátó,Проникливість,Sâu sắc
trait.combat_teacher,,Учитель боя,Combat instructor,Combat instructor,Bojový cvičitel,Instruções de combate,Instrucción de combate,Instruktor walki,战斗教官,戰鬥教練,戦闘インストラクター,전투 교관,Kampfkundig,Formation militaire,Insegnamento militare,Dövüş eğitmeni,Harci kiképző,Інструктор із бою,Huấn luyện viên chiến đấu
trait.greedy,,Жадный,Greedy,Greedy,Hamižnost,Ganância,Codicia,Chciwość,贪婪,貪婪,欲深い,탐욕,Gierig,Cupide,Avidità,Açgözlü,Kapzsi,Жадібність,Tham lam
trait.sublimation,,Сублимация,Sublimation,Sublimation,Rozptýlení,Sublimação,Sublimación,Sublimacja,升华,高尚化,昇華,승화,Überragend,Sublimation,Sublimazione,Yüceltme,Szublimáció,Сублімація,Thăng hoa
trait.disinhereted,,Бывший наследник,Former heir,Former heir,Bývalý dědic,Deserdação,Antiguo heredero,Wydziedziczenie,前王位继承人,前任王儲,前相続人,이전 후계자,Ehemaliger Erbe,Déshéritement,Ex erede,Eski vâris,Volt örökös,Колишнє спадкоємство,Người thừa kế cũ
trait.saint,,Святой,Saint,Saint,Světec,Santidade,Santidad,Święty,圣人,聖人,聖人,성인,Heilig,Sainteté,Santità,Aziz,Szent,Святість,Thánh
trait.determination,,Проверка решимости,Test of resolve,Test of resolve,Zkouška odhodlání,Determinação,Prueba de determinación,Test determinacji,毅力的考验,考驗決心,覚悟の試練,의지력 시험,Entschlossenheitsprüfung,Détermination,Prova di risolutezza,Kararlılık testi,Az eltökéltség próbája,Випробування рішучості,Kiểm tra sự kiên định
trait.depression,,Депрессия,Depression,Depression,Deprese,Depressão,Depresión,Depresja,抑郁,憂鬱症,憂うつ,우울증,Depression,Déprime,Depressione,Depresyon,Depresszió,Депресія,Trầm cảm
trait.gray_head,,Седина,Gray hair,Gray hair,Šedé vlasy,Cabelo grisalho,Pelo gris,Siwe włosy,灰发,白頭髮,白髪,백발,Grauhaarig,Canitie,Capelli grigi,Gri saç,Ősz haj,Сивина,Tóc bạc
trait.swede_typh_st_1,,Брюквенный тиф - начальная стадия,Rutabaga Fever - Initial stage,Rutabaga Fever - Initial stage,Tuřínová horečka – počáteční fáze,Febre da couve-nabo - Estágio inicial,Tifus de colinabo: fase inicial,Brukwiowy tyfus – wczesny etap,芜菁热症 - 初期,洋蕪菁熱：初期,ルタバガ熱 - 初期段階,루타바가 열병 - 초기,Steckrübenfieber – Anfangsstadium,Fièvre du rutabaga (1er stade),Tifo delle rape - Fase iniziale,Şalgam humması - İlk safha,Karórépaláz – kezdeti stádium,Бруквяна лихоманка – початкова стадія,Sốt rutabaga - Giai đoạn đầu
trait.swede_typh_st_2,,Брюквенный тиф - кризис,Rutabaga Fever - Crisis,Rutabaga Fever - Crisis,Tuřínová horečka – krize,Febre da couve-nabo - Crise,Tifus de colinabo: crisis,Brukwiowy tyfus – kryzys,芜菁热症 - 病危,洋蕪菁熱：危險期,ルタバガ熱 - 危機的状況,루타바가 열병 - 위기,Steckrübenfieber – Krise,Fièvre du rutabaga (2e stade),Tifo delle rape - Crisi,Şalgam humması - Kriz,Karórépaláz – válságos,Бруквяна лихоманка – криза,Sốt rutabaga - Khủng hoảng
trait.swede_typh_st_3,,Брюквенный тиф - восстановление,Rutabaga Fever - Recovery,Rutabaga Fever - Recovery,Tuřínová horečka – zotavení,Febre da couve-nabo - Recuperação,Tifus de colinabo: recuperación,Brukwiowy tyfus – rekonwalescencja,芜菁热症 - 康复,洋蕪菁熱：康復期,ルタバガ熱 - 回復,루타바가 열병 - 회복기,Steckrübenfieber – Genesung,Fièvre du rutabaga (convalescence),Tifo delle rape - Guarigione,Şalgam humması - İyileşme,Karórépaláz – gyógyulás,Бруквяна лихоманка – одужання,Sốt rutabaga - Phục hồi
trait.madness,,Безумие,Madness,Madness,Šílenství,Loucura,Locura,Obłęd,疯狂,神智不清,狂気,광기,Wahnsinn,Folie,Follia,Delilik,Őrültség,Божевілля,Điên loạn
trait.light_cut,,Легкий порез,Slight cut,Slight cut,Drobné řezné rány,Corte leve,Corte leve,Lekkie rozcięcie,轻微割伤,輕微劃傷,わずかな切り傷,경미한 자상,Leichte Schnittwunde,Petite coupure,Taglio superficiale,Küçük kesik,Enyhe vágás,Невеликий поріз,Vết cắt nhẹ
trait.pierced_arm,,Пробитая рука,Pierced arm,Pierced arm,Probodnutá ruka,Mão perfurada,Brazo perforado,Przebite ramię,手臂刺伤,手部穿刺傷,貫かれた腕,팔 관통,Durchbohrter Arm,Main perforée,Squarcio nel braccio,Delinmiş kol,Átszúrt kar,Простромлена рука,Cánh tay bị đâm
trait.pierced_shoulder,,Пробитое плечо,Pierced shoulder,Pierced shoulder,Probodnuté rameno,Ombro perfurado,Hombro perforado,Przebity bark,肩膀刺伤,肩膀穿刺傷,貫かれた肩,어깨 관통,Durchbohrte Schulter,Épaule perforée,Squarcio nella spalla,Delinmiş omuz,Átszúrt váll,Простромлене плече,Vai bị đâm
trait.pierced_leg,,Пробитая нога,Pierced leg,Pierced leg,Probodnutá noha,Perna perfurada,Pierna perforada,Przebita noga,腿部刺伤,腿部穿刺傷,貫かれた脚,다리 관통,Durchbohrtes Bein,Jambe perforée,Squarcio nella gamba,Delinmiş bacak,Átszúrt láb,Простромлена нога,Chân bị đâm
trait.pierced_lung,,Пробитое легкое,Pierced lung,Pierced lung,Probodnutá plíce,Pulmão perfurado,Pulmón perforado,Przebite płuco,肺部刺伤,肺部穿刺傷,貫かれた肺,폐 관통,Durchbohrte Lunge,Poumon perforé,Squarcio nel polmone,Delinmiş akciğer,Átszúrt tüdő,Простромлена легеня,Phổi bị đâm
trait.nectar_rage,,Нектарное безумие,Nectar madness,Nectar madness,Nektarové šílenství,Fúria do néctar,Furia de néctar,Nektarowy obłęd,蜜酿狂热,蜜露癲狂,ネクタルの狂気,넥타 광증,Nektarwahn,Rage du nectar,Follia da nettare,Nektar deliliği,Nektárőrület,Нектарне божевілля,Điên loạn vì mật hoa
trait.suspect,,Подозреваемый,Suspect,Suspect,Podezřelý,Suspeita,Suspicacia,Podejrzany,嫌犯,有嫌疑,懐疑的,용의자,Verdächtig,Inculpation,Sospetto,Şüpheli,Gyanúsított,Під підозрою,Nghi ngờ
trait.criminal_intimidated,,Запуган,Intimidated,Intimidated,Oběť zastrašování,Intimidação,Intimidación,Zastraszenie,吓破胆,受威嚇,威圧的,위협받음,Eingeschüchtert,Intimidation,Intimidazione,Tehdit edilmiş,Megfélemlített,Залякано,Bị đe dọa
trait.matriarch,,Матриарх,Matriarch,Matriarch,Matriarcha,Matriarca,Matriarca,Matrona,女教皇,國母,女家長,총대주교,Matriarchin,Matriarche,Matriarca,Maderşah,Mátriárka,Матріарх,Mẫu hệ
trait.lord_lowborn,,Безродный,Lowborn,Lowborn,Nízký původ,Berço comum,Baja cuna,Nisko urodzony,出身低微,出身低賤,卑しい身分,천출,Von niedriger Geburt,Roture,Umili origini,Alt tabaka,Alacsony származású,Низьке походження,Người hạ lưu
trait.loyalist,,Лоялист,Loyalist,Loyalist,Loajalista,Lealista,Fiel al régimen,Lojalista,忠诚派,忠誠派,王政支持者,충성파,Loyalist,Loyalisme,Lealismo,Rejim destekçisi,Lojalista,Прибічництво,Người trung thành
trait.inspired,,Вдохновлен,Inspired,Inspired,Povzbuzení,Inspiração,Inspiración,Inspiracja,有灵感,大受鼓舞,刺激を受けた,영감받음,Begeistert,Inspiration,Ispirazione,İlham almış,Ihletett,Натхнено,Được truyền cảm hứng
trait.hemophilia,,Гемофилия,Hemophilia,Hemophilia,Chudokrevnost,Hemofilia,Hemofilia,Hemofilia,血友病,血友病,血友病,혈우병,Bluter,Hémophilie,Emofilia,Hemofili,Vérzékenység,Гемофілія,Bệnh máu khó đông
trait.ex_bandit,,Бывший бандит,Former bandit,Former bandit,Bývalý zbojník,Ex-bandido,Antiguo bandido,Dawny bandyta,金盆洗手的强盗,曾為劫匪,元盗賊,과거 도적,Ehemaliger Bandit,Passé de banditisme,Ex fuorilegge,Eski haydut,Volt bandita,Колишній розбійник,Cựu băng nhóm
trait.under_culture_terror,,Террор против культуры,Culture terror,Culture terror,Kulturní teror,Terror cultural,Terror contra cultura,Terror kulturowy,文化恐慌,文化恐怖打壓,文化の恐怖,문화 공포,Kulturterror,Terreur culturelle,Terrore della cultura,Kültür dehşeti,Kultúrterror,Культурний терор,Khủng bố văn hóa
trait.genius_king,,Амбициозный завоеватель,Ambitious conqueror,Ambitious conqueror,Ctižádostivý dobyvatel,Conquistador ambicioso,Ambición de conquista,Ambitny zdobywca,野心勃勃的征服者,雄才英主,野心的な征服者,야심찬 정복자,Ehrgeiziger Eroberer,Grandes ambitions impériales,Ambizione di conquista,Hırslı fatih,Ambiciózus hódító,Амбіційний завойовник,Kẻ chinh phục tham vọng
trait.dying_from_old,,Близость смерти,Approaching death,Approaching death,Blížící se smrt,À beira da morte,Muerte inminente,Bliska śmierć,濒临死亡,死期將至,迫りくる死,다가오는 죽음,Dem Tode nahe,Mort prochaine,Morte imminente,Yaklaşan ölüm,Közeleg a halál,Наближення смерті,Cận kề cái chết
trait.great_teacher,,Просветитель,Enlightener,Enlightener,Šiřitel osvícení,Iluminação,Ilustración,Oświeciciel,启蒙者,啟迪者,啓蒙家,계몽자,Aufklärer,Transmission,Illuminazione,Aydınlatıcı,Felvilágosító,Просвітництво,Người khai sáng
trait.senility,,Старческий маразм,Senile,Senile,Senilní,Senilidade,Senilidad,Marazm starczy,衰老,衰老,老人性,노망,Senil,Sénilité,Senilità,Bunak,Szenilis,Старечий маразм,Lão hóa
trait.cholera_st_1,,Оспа - начальная стадия,Smallpox - Initial stage,Smallpox - Initial stage,Neštovice – počáteční fáze,Varíola - Estágio inicial,Viruela: fase inicial,Ospa – wczesny etap,天花 - 初期,天花：初期,天然痘 - 初期段階,천연두 - 초기,Pocken – Anfangsstadium,Variole (1er stade),Vaiolo - Fase iniziale,Çiçek hastalığı - İlk safha,Himlő – kezdeti stádium,Віспа – початкова стадія,Đậu mùa - Giai đoạn đầu
trait.cholera_st_2,,Оспа - кризис,Smallpox - Crisis,Smallpox - Crisis,Neštovice – krize,Varíola - Crise,Viruela: crisis,Ospa – kryzys,天花 - 病危,天花：危險期,天然痘 - 危機的状況,천연두 - 위기,Pocken – Krise,Variole (2e stade),Vaiolo - Crisi,Çiçek hastalığı - Kriz,Himlő – válságos,Віспа – перелом,Đậu mùa - Khủng hoảng
trait.cholera_st_3,,Оспа - восстановление,Smallpox - Recovery,Smallpox - Recovery,Neštovice – zotavení,Varíola - Recuperação,Viruela: recuperación,Ospa – rekonwalescencja,天花 - 康复,天花：康復期,天然痘 - 回復,천연두 - 회복기,Pocken – Genesung,Variole (convalescence),Vaiolo - Guarigione,Çiçek hastalığı - İyileşme,Himlő – gyógyulás,Віспа – одужання,Đậu mùa - Phục hồi
trait.typh_immunity,,Иммунитет к инфекциям,Immunity to infections,Immunity to infections,Imunita vůči infekcím,Imunidade a infecções,Inmunidad a infecciones,Odporność na zakażenia,免疫感染,免疫力,感染症に対する免疫,감염 면역,Immun gegen Infektionen,Immunité,Immunità alle infezioni,Enfeksiyona bağışık,A fertőzésekkel szembeni immunitás,Імунітет до інфекцій,Miễn dịch với nhiễm trùng
